meas_image_name,meas_prawn_id,meas_meas_1,meas_meas_2,meas_meas_3,meas_avg,meas_std,meas_dev_pct,meas_flag,meas_base_image_name,meas_camera_frame,meas_scale_factor,meas_scaled_meas_1,meas_scaled_meas_2,meas_scaled_meas_3,meas_scaled_avg,meas_measurement_type,meas_center_x,meas_center_y,length_Label,length_PrawnID,length_Avg_Length,length_Std_Length,length_Uncertainty,length_Length_1,length_Length_2,length_Length_3,length_BoundingBox_1,length_BoundingBox_2,length_BoundingBox_3,length_Angle_1,length_Angle_2,length_Angle_3,length_Scale_1,length_Scale_2,length_Scale_3,length_Global_Uncertainty,length_Length_ground_truth_annotation(mm),length_Length_ground_truth_annotation_pixels,length_pred_Distance_pixels,length_combined_scale,length_combined_scale_ground,length_id,length_Length_fov(mm),length_Height(mm),length_focal_RealLength(cm),length_Length_1_pixels,length_Length_2_pixels,length_Length_3_pixels,length_Pond_Type,length_Euclidean_Distance,length_MPError_fov_min,length_MPError_fov_max,length_MPError_fov_median,length_AbsError_fov_min,length_AbsError_fov_max,length_AbsError_fov_median,length_AbsError_focal_min,length_AbsError_focal_max,length_AbsError_focal_median,length_MPError_focal_min,length_MPError_focal_max,length_MPError_focal_median,length_Error_distance_mm_ground_min,length_Error_distance_mm_ground_max,length_Error_distance_mm_ground_median,length_Error_percentage_distance_mm_ground_min,length_Error_percentage_distance_mm_ground_max,length_Error_percentage_distance_mm_ground_median,length_pose_eval_iou,length_camera_frame,match_type,center_in_any_bbox,distance_to_nearest_bbox,nearest_bbox_column
undistorted_GX010088_262_3712.jpg_gamma_obj4_cropped0.589329_0.508396,1.jpg,761.9816,768.5024,761.4145,765.242,0.5,OK,,undistorted_GX010088_262_3712.jpg_gamma,undistorted_GX010088_262_3712,0.1953468383114219,148.85069641147857,150.1245140747397,148.73991521947215,149.48760524310913,total,0.589329,0.508396,full body:undistorted_GX010088_262_3712.jpg_gamma,Prawn_2,168.8526666666667,1.991087865687722,1.149555115235004,169.067,171.177,166.314,"(2367.9890108, 1867.9892919, 412.9993620999999, 728.994118)","(2333.9884164, 1853.9922486, 426.9964054, 732.9968072999999)","(2359.990566, 1867.993155, 393.000326, 752.9948250000001)",-119.507,-120.198,-117.532,49.477,49.477,50.99,1.230960202536279,152.8044695099902,822.7563059545457,780.0307821349752,0.1856335919611738,0.1857226354925466,67ee457467583908e8ad3239,144.7999159279992,650.0,147.0284186459129,836.4927959,846.9324428999998,848.0350860000001,right,780.0307821349752,12.93582264391499,15.40924544302142,14.35353089130393,21.51408407200077,26.37708407200077,24.26708407200081,19.2855813540871,24.1485813540871,22.03858135408714,11.59588570660744,14.10737502940646,13.03541279734492,13.50953049000975,18.37253049000975,16.26253049000979,8.122906363871804,10.73306021837616,9.618985662494628,0.9977459260473192,undistorted_GX010088_262_3712,spatial_match,False,493.86430552979715,length_BoundingBox_1
undistorted_GX010094_24_430.jpg_gamma_obj3_cropped0.105963_0.670068,1.jpg,538.6771,547.9352,553.9251,543.3061,2.0,OK,,undistorted_GX010094_24_430.jpg_gamma,undistorted_GX010094_24_430,0.1764508672560125,95.0500414659538,96.68364124009668,97.74056428987348,95.86683253048189,total,0.105963,0.670068,full body:undistorted_GX010094_24_430.jpg_gamma,Prawn_0,116.2806666666667,3.001202129517806,1.732744857369584,112.042,118.59,118.21,"(1062.0048321, 1494.0069975, 631.0046637, 199.0024983)","(1049.9972978, 1511.9967819, 642.9986871, 174.99768)","(1068.0037815, 1500.002051, 619.001715, 192.998023)",-162.553,-164.836,-162.741,58.941,56.089,54.745,1.230960202536279,132.4281735237811,703.8825422927395,651.9775447070489,0.1879941304911072,0.1881395908647288,67ee457467583908e8ad31e4,122.5679516169286,650.0,122.8915955451808,660.3867522,665.159451,647.140645,right,651.9775447070489,9.39464809350832,3.354373570223959,3.686618405319869,10.52595161692859,3.977951616928593,4.357951616928617,10.84959554518076,4.30159554518076,4.681595545180784,9.683507564289071,3.627283535863699,3.960405672261893,20.38617352378114,13.83817352378114,14.21817352378116,18.19511747717922,11.66892109265633,12.0278940223172,0.9957445817399424,undistorted_GX010094_24_430,spatial_match,False,580.1887728565345,length_BoundingBox_2
undistorted_GX010157_160_2259_obj2_cropped0.549919_0.901779,1.jpg,374.7666,373.2894,379.7591,374.028,1.5,OK,,,undistorted_GX010157_160_2259,0.1340015544180312,50.21930694396055,50.02135984777424,50.88830970439257,50.12033339586739,total,0.549919,0.901779,full body:undistorted_GX010157_160_2259,Prawn_0,108.5776666666667,2.786446522404875,1.608755649792951,109.15,104.915,111.668,"(1830.00732, 264.0010559999999, 606.9986544, 558.9984623999999)","(1830.0144375, 258.0041772, 583.0070562, 559.0064889)","(1824.0073485, 283.9986345, 617.0002311, 549.0000381)",-42.639,-43.794,-41.657,75.472,76.851,73.833,1.230960202536279,93.41059855393054,783.5259022883994,810.821911107895,0.1192131490299008,0.1192182648730712,67ee457667583908e8ad34b2,96.66063332561448,415.0,97.57751664611028,823.77688,806.2822665000001,824.4783444000001,car,810.821911107895,7.86767066137877,13.43927237380945,11.4423881579345,8.254366674385537,15.00736667438554,12.48936667438551,7.337483353889738,14.09048335388974,11.57248335388971,6.99374098450149,12.6181926370041,10.60236679238636,11.50440144606947,18.25740144606947,15.73940144606944,10.96544959831241,16.34971652225299,14.4199738397338,0.9992157677460544,undistorted_GX010157_160_2259,frame_match,False,1922.4466581288032,length_BoundingBox_3
undistorted_GX010183_128_2852.jpg_gamma_obj2_cropped0.0351618_0.120096,1.jpg,646.6916,649.0146,650.1269,647.8531,0.4,OK,,undistorted_GX010183_128_2852.jpg_gamma,undistorted_GX010183_128_2852,0.14541435821373,94.0382439762102,94.37604153034069,94.53778592098182,94.20714275327543,total,0.0351618,0.120096,full body:undistorted_GX010183_128_2852.jpg_gamma,Prawn_0,134.5583333333333,4.159168373071183,2.401296979797626,131.992,131.258,140.425,"(3427.9859625, 1131.9936125, 976.9939775000001, 368.999335)","(3420.0181666, 1136.0096316, 917.0075908000001, 349.002775)","(3426.0220572, 1140.0092244, 901.0035977999999, 325.0046016)",-20.659,-20.802,-19.799,79.025,74.653,68.118,1.230960202536279,131.7977562232936,1001.864798426495,967.2019771740352,0.1315652457442393,0.1315524374449448,67ee457667583908e8ad3431,127.250165811216,455.0,127.6158920012263,1043.06678,979.8803474000002,956.547015,car,967.2019771740352,3.053401841246979,9.382114430325055,3.592516356130651,4.00783418878396,13.17483418878396,4.741834188783969,3.642107998773668,12.80910799877367,4.376107998773676,2.774770298780773,9.121672066066347,3.31543426781447,0.5397562232936366,8.627243776706365,0.1942437767063723,0.4112177720928527,6.143666566997589,0.147163295280299,0.9994235283699432,undistorted_GX010183_128_2852,frame_match,False,3325.329214738509,length_BoundingBox_2
