Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty,Length_ground_truth_annotation(mm),Length_ground_truth_annotation_pixels,pred_Distance_pixels,id,Length_fov(mm),Height(mm),focal_RealLength(cm),Length_1_pixels,Length_2_pixels,Length_3_pixels,Pond_Type,Euclidean_Distance,MPError_fov_min,MPError_fov_max,MPError_fov_median,AbsError_fov_min,AbsError_fov_max,AbsError_fov_median,AbsError_focal_min,AbsError_focal_max,AbsError_focal_median,MPError_focal_min,MPError_focal_max,MPError_focal_median,Error_distance_mm_ground_min,Error_distance_mm_ground_max,Error_distance_mm_ground_median,Error_percentage_distance_mm_ground_min,Error_percentage_distance_mm_ground_max,Error_percentage_distance_mm_ground_median,pose_eval_iou,choice,mean_scale,pred_scale,std_length,mean_length,annotation_length_1,annotation_length_2,annotation_length_3,MPE_length1,MPE_length2,MPE_length3,mean_annotation_length,mean_pixels,diff_pixels,diff_mm,diff_scale
full body:undistorted_GX010080_157_2283.jpg_gamma,Prawn_0,106.3263333333333,1.989812944865808,1.148819039355276,105.483,104.423,109.073,"(1020.0053664, 36.001152, 437.0048927999999, 573.0046991999999)","(1024.0033258, 40.0004542, 437.0025408, 576.9972124)","(1003.9996967, 36.0015656, 457.0012447, 573.0003279)",52.684,52.876,51.438,68.184,69.181,67.067,1.230960202536279,133.4699260245587,696.507572109916,765.0252001723981,689b6dc25ec67e65c6b6ba3b,146.7270918677381,670.0,148.6369318272234,719.2252872,722.4087563,731.5198890999999,circle_female,765.0252001723981,40.51223568345871,34.5219182270022,39.10022645140744,42.30409186773809,37.6540918677381,41.24409186773811,44.21393182722343,39.56393182722344,43.15393182722345,42.34118137500688,36.27289230810874,40.91079304458866,29.04692602455867,24.39692602455868,27.98692602455868,27.81659789946532,22.36752085718618,26.53216729194153,0.9979802926784669,body_all_mean,68.144,52.13932822044907,2.437013199252993,106.32633333333332,102.15117507185205,100.6790263381443,103.85250154471143,39.10022645140742,40.51223568345871,34.521918227002196,102.22756765156926,724.3846442,40.64055597239803,40.40075853440477,16.004671779550932
