Label,PrawnID,Pond_Type,mean_length,std_length,Length_fov(mm),mean_pixels,pred_Distance_pixels,Length_ground_truth_annotation_pixels,mean_scale,pred_scale,std_scale,Scale_1,Scale_2,Scale_3,std_pixels
carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_4,circle_female,26.740333333333336,1.9554043912534655,27.7639468388152,146.741,147.4617699433578,145.7737973711327,55.07666666666666,53.11268271742974,5.2760107404490135,59.54,49.254,56.436,9.14009099908371
carapace:undistorted_GX010082_53_796.jpg_gamma,Prawn_0,circle_female,37.626666666666665,0.6360002620544526,36.09128195152179,206.93678779999996,195.2622421979542,166.8831926827864,55.00300000000001,54.10232932713019,0.9955033902503796,55.0,54.009,56.0,3.6208118335459654
carapace:undistorted_GX010082_53_796.jpg_gamma,Prawn_1,circle_female,21.106666666666666,4.155303157813317,23.64518157174132,116.23493816666667,126.4869717382744,138.9244398944979,55.00300000000001,53.493762081929084,0.9955033902503796,55.0,54.009,56.0,23.785397254802575
carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_0,circle_female,27.028000000000002,1.4617793951208908,29.04479723366507,152.1557869333333,155.1053894378897,110.1135777277262,56.394,53.40212506565929,3.822995684015351,58.138,52.01,59.034,7.575039746335803
carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_1,circle_female,44.07533333333333,4.054361273164161,37.12670990195193,247.61318893333336,201.007089439177,200.2498439450079,56.394,54.140830138198986,3.822995684015351,58.138,52.01,59.034,9.820077771584996
carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_2,circle_female,35.542,1.6661296468162379,33.39578368444867,200.1514150666667,177.1977489707147,160.3121954188135,56.394,53.05991637897389,3.822995684015351,58.138,52.01,59.034,10.456345599246633
carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_0,circle_female,20.591333333333335,1.8188986594456922,22.35048423773691,121.45992183333333,118.6349122000766,90.0,58.75899999999999,53.07934760526196,5.833174864514181,54.424,56.462,65.391,21.15521984758563
carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_1,circle_female,32.413000000000004,2.137426489964041,34.50182456955401,189.7531983,183.1243108644013,196.5960325133752,58.75899999999999,53.07670337701461,5.833174864514181,54.424,56.462,65.391,10.1063058160579
carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_2,circle_female,38.315666666666665,4.3451322572889906,37.02350548731248,223.49679153333332,198.2876626091899,169.7056274847717,58.75899999999999,53.55723613938739,5.833174864514181,54.424,56.462,65.391,7.501150362837563
carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_3,circle_female,20.542666666666666,3.9434333179772842,22.35048423773691,119.20036126666666,118.6349122000766,90.0,58.75899999999999,53.07934760526196,5.833174864514181,54.424,56.462,65.391,12.281384487973758
