Unnamed: 0,Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty,Length_ground_truth_annotation(mm),Length_ground_truth_annotation_pixels,pred_Distance_pixels,id,Length_fov(mm),Height(mm),focal_RealLength(cm),Length_1_pixels,Length_2_pixels,Length_3_pixels,Pond_Type,Euclidean_Distance,MPError_fov_min,MPError_fov_max,MPError_fov_median,AbsError_fov_min,AbsError_fov_max,AbsError_fov_median,AbsError_focal_min,AbsError_focal_max,AbsError_focal_median,MPError_focal_min,MPError_focal_max,MPError_focal_median,Error_distance_mm_ground_min,Error_distance_mm_ground_max,Error_distance_mm_ground_median,Error_percentage_distance_mm_ground_min,Error_percentage_distance_mm_ground_max,Error_percentage_distance_mm_ground_median,pose_eval_iou,choice,mean_scale,pred_scale,std_length,mean_length,annotation_length_1,annotation_length_2,annotation_length_3,MPE_length1,MPE_length2,MPE_length3,mean_annotation_length,std_scale,mean_pixels,std_pixels,diff_pixels,diff_mm,diff_scale
137,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_2,43.626,3.523811951093114,2.03447377853723,45.602,46.6,38.676,"(5008.0042861, 91.99926210000001, 136.9992551, 264.9985116)","(5004.0072, 64.0031625, 140.99805, 265.002975)","(4996.0329684, 84.00311760000001, 133.000395, 228.9990924)",62.745,62.063,59.931,65.123,64.125,68.118,0.2942581907953586,60.78169938864213,324.4996147917595,144.0262551020298,67c74e68e5434c612975e9a1,26.60464517289791,650.0,27.14758573140519,296.9739046,298.8225,263.4531768,circle_female,144.0262551020298,31.21148729729573,42.90848675343797,41.65903869808798,12.07135482710209,19.99535482710209,18.99735482710208,11.52841426859481,19.45241426859481,18.45441426859479,29.80766953303032,41.74337825878714,40.46843179815534,22.10569938864213,14.18169938864213,15.17969938864215,57.1561159081656,30.43283130609899,33.28735447708907,0.9882976673502182,carapace_all_mean,65.78866666666666,54.13575492777066,4.315770614849681,43.626,49.82872637804761,50.604228427564834,47.63786587858709,41.659038698088,42.90848675343796,31.211487297295715,49.35694022806651,2.0780631206326046,286.4165271333333,19.90831284003684,142.3902720313035,17.021354827102087,11.652911738895995
