Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty,Length_ground_truth_annotation(mm),Length_ground_truth_annotation_pixels,pred_Distance_pixels,id,Length_fov(mm),Height(mm),focal_RealLength(cm),Length_1_pixels,Length_2_pixels,Length_3_pixels,Pond_Type,Euclidean_Distance,MPError_fov_min,MPError_fov_max,MPError_fov_median,AbsError_fov_min,AbsError_fov_max,AbsError_fov_median,AbsError_focal_min,AbsError_focal_max,AbsError_focal_median,MPError_focal_min,MPError_focal_max,MPError_focal_median,Error_distance_mm_ground_min,Error_distance_mm_ground_max,Error_distance_mm_ground_median,Error_percentage_distance_mm_ground_min,Error_percentage_distance_mm_ground_max,Error_percentage_distance_mm_ground_median,pose_eval_iou,choice,mean_scale,pred_scale,std_length,mean_length,annotation_length_1,annotation_length_2,annotation_length_3,MPE_length1,MPE_length2,MPE_length3,mean_annotation_length,mean_pixels,diff_pixels,diff_mm,diff_scale
full body:undistorted_GX010161_54_676.jpg_gamma.jpg_gamma,Prawn_0,91.34933333333333,5.300849009566509,3.060446602606785,89.033,86.333,98.682,"(3492.0002904, 678.0027834, 457.0003828, 673.0042562)","(3496.0131965, 632.0059774000001, 457.0004798, 720.9993529000001)","(3486.0125664, 653.9999424, 492.998016, 732.9993888)",-55.84,-57.653,-56.094,91.214,98.717,89.376,1.230960202536279,112.0965857609599,979.749038909072,1045.1251474851,689b6763d1021f56f0d3cbe7,139.4358403517429,400.0,121.2284290006164,812.1056062,852.2534761,881.9802432,square,1045.1251474851,61.50931897622339,41.29814996832547,56.61141414053547,53.10284035174294,40.75384035174294,50.40284035174294,34.89542900061639,22.54642900061638,32.19542900061639,40.41957189095292,22.84755983929834,36.16123122956251,25.76358576095991,13.41458576095991,23.06358576095991,29.84210644939932,13.59375140447084,25.90453625168186,0.9982310611290723,body_all_mean,93.10233333333333,74.95383861485338,6.492187638487766,91.34933333333333,107.41213398262022,99.24825905457743,109.62104355856964,56.61141414053543,61.50931897622336,41.29814996832544,105.42714553192242,848.7797751666667,196.3453723184332,48.08650701840958,18.148494718479952
