Label,PrawnID,Pond_Type,mean_length,std_length,Length_fov(mm),mean_pixels,pred_Distance_pixels,Length_ground_truth_annotation_pixels,mean_scale,pred_scale
carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_1,circle_female,41.317,3.8062174136536138,31.40392321944161,207.06500846666665,168.6244979648911,147.6482306023342,50.36566666666667,53.695360540334875
carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_3,circle_female,39.387,1.8430623972074325,29.65767293239057,197.9232903,159.8665861306199,151.8222645068897,50.36566666666667,53.903954802880676
carapace:undistorted_GX010084_167_2291.jpg_gamma,Prawn_1,circle_female,45.99366666666666,4.050227442173255,37.16724659490847,254.76813916666666,193.8751839443727,284.4292530665579,55.44233333333333,52.16291270038056
carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_1,circle_female,36.117999999999995,6.732697899059483,35.90870848354313,212.11313066666665,192.3550646760974,170.0,58.827333333333335,53.567803688693864
carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_2,circle_female,30.013333333333332,4.7069822958381025,24.1220621742473,175.67103743333334,127.4105792842628,125.0,58.827333333333335,52.81910740628397
carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_2,circle_female,40.70633333333333,4.770535644278672,31.74650532117314,217.3510476666667,171.881892994593,170.293863659264,53.92533333333333,54.141988623849386
carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_0,circle_female,37.23433333333333,5.813343472850486,29.9113603068946,206.70549866666667,161.9650699741536,95.93268604558074,56.148666666666664,54.14834641834076
carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_1,circle_female,37.79366666666667,2.746621985882537,35.42982515842814,211.2956290666667,189.4916941490681,106.9124704617758,56.148666666666664,53.48366617722113
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_0,circle_female,42.525,2.5063351731163177,33.37463157804564,218.4070385,180.6159486050241,133.4166406412634,51.421,54.11773555691808
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_1,circle_female,33.435,2.034584232711933,28.97382993900615,171.74980589999998,156.4140162454946,152.9705854077835,51.421,53.98458421781565
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_2,circle_female,40.21266666666667,4.068471498404939,31.87648418130547,206.51137289999997,172.4759699853614,161.245154965971,51.421,54.107588843349596
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_3,circle_female,42.803666666666665,1.8116888069790942,31.87648418130547,219.94109749999998,172.4759699853614,161.245154965971,51.421,54.107588843349596
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_0,circle_female,37.876666666666665,7.074419575720211,28.79287972362962,196.142005,150.0506574201613,180.2775637731992,52.36633333333333,52.11380690657987
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_1,circle_female,37.07266666666666,2.7400537099358724,31.70343506965044,193.28389686666665,167.612564925489,205.1828452868316,52.36633333333333,52.86889718961205
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_2,circle_female,38.641333333333336,4.32844941443623,32.85831741366103,201.19227613333337,176.0512810393695,187.6832437912348,52.36633333333333,53.57890935893608
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_3,circle_female,42.78733333333333,3.664605890588145,36.92519089419286,223.02237713333338,197.9687643258672,222.0923231451285,52.36633333333333,53.613470785604335
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_0,circle_male,27.968666666666664,3.533064439453848,23.83967190786355,156.34971513333335,118.2031179425913,99.24716620639653,56.121,49.58252714191165
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_1,circle_male,22.925,0.9740169403044281,19.38509641605611,128.59116446666667,95.59979693085877,99.24716620639653,56.121,49.3161317741377
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_2,circle_male,27.132,5.4031591684865266,25.36365238898421,151.31887456666666,127.0874087919513,140.0892572612187,56.121,50.106115177302755
carapace:undistorted_GX010090_132_1852.jpg_gamma,Prawn_0,circle_female,35.178333333333335,2.8703665851826856,37.23936474310507,201.4864502,195.2989215898526,180.2775637731989,57.42166666666666,52.44421405604469
carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,circle_male,19.889666666666667,2.8526006263291275,17.55763413780661,108.14644363333333,85.25774781808828,114.2365965879585,54.299,48.55879052320834
carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_1,circle_male,31.549333333333337,1.0093682842913831,26.32169099525633,171.30765353333334,132.3044446208825,116.7261752992875,54.299,50.264416767420556
carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_2,circle_male,28.173333333333332,0.9149285946637223,23.59952845133371,153.03260533333335,114.4120200379597,114.0175425099138,54.299,48.480638193215164
carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_0,circle_female,24.665999999999997,0.2704884470730676,26.01416340285792,145.08183166666666,139.2006052723393,104.0432602334244,58.83066666666667,53.509545210685765
carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_1,circle_female,33.87566666666667,4.976357737676556,30.36016883552696,199.56118636666667,158.5445541343908,134.6291201783627,58.83066666666667,52.22123598629815
carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_1,circle_female,34.47933333333334,5.195285779755849,35.30074629070312,195.4131947333333,188.3963571726673,212.2498527679109,56.913666666666664,53.368944560326135
carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_2,circle_female,33.397333333333336,8.35289802004869,30.74181019119764,188.87435986666665,160.8465645278009,164.4688420339853,56.913666666666664,52.32176099176372
carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_0,circle_female,28.933333333333334,4.811894671886877,33.64979753414979,163.16384096666664,181.4688721706534,85.58621384311856,56.793000000000006,53.928666877263716
carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_1,circle_female,35.580000000000005,7.249343625460171,33.64979753414979,200.2036651,181.4688721706534,163.2482771731451,56.793000000000006,53.928666877263716
carapace:undistorted_GX010094_163_2312.jpg_gamma,Prawn_0,circle_female,36.263,3.758371588866645,36.38742129153044,201.3019556,192.3546630121768,163.2482771731451,55.553666666666665,52.86295543480829
carapace:undistorted_GX010096_107_1571.jpg_gamma,Prawn_0,circle_female,35.103,2.4142988630242126,30.78771369941601,197.63007246666666,162.1626806290574,167.107749670684,56.36600000000001,52.6712318466614
carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_1,circle_female,30.808666666666664,4.352853585101769,26.85971570222255,176.17207443333336,140.5789635185266,139.2838827718411,57.124,52.33821723097917
carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_2,circle_female,28.917999999999996,1.9521506089438896,29.02747244585838,165.1185726,157.0628419611403,143.9618004888797,57.124,54.108342451824434
carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_0,circle_female,37.538000000000004,4.846615623298386,33.81643194391071,208.7693929333333,176.2395672897569,245.0,55.79866666666666,52.116547240133116
carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,circle_female,27.723,6.476159124048758,22.50580113323289,153.58639553333333,118.1995749010101,161.0124218810461,55.79866666666666,52.51960336860538
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_0,circle_female,36.993,1.3406106817417178,34.1954828549277,219.325509,184.6819952204075,185.5397531527947,59.28033333333334,54.007716751335224
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_1,circle_female,43.29533333333333,1.1583045080346246,40.81753685853357,256.62991873333334,213.2810165485056,271.7075633838705,59.28033333333334,52.25229961516302
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_2,circle_female,32.398666666666664,1.2646858634986542,28.21818473561181,192.02285136666669,147.1195380957658,150.3329637837291,59.28033333333334,52.13642885755813
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,circle_female,30.090333333333334,1.0785477890818442,32.13693889345043,178.39018596666665,173.9695181824898,141.4213562373091,59.28033333333334,54.13381739912545
carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_0,circle_female,29.376,5.472845420802601,31.18986928496678,176.80223550000002,162.8222915708367,165.0000000000002,60.466,52.20358254252624
carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_1,circle_female,31.066333333333336,0.542015067441243,28.278749413969,187.93621376666667,150.8633118312505,190.0657780874823,60.466,53.348650473463934
carapace:undistorted_GX010101_12_173.jpg_gamma,Prawn_0,circle_female,42.12266666666667,2.8905993034893873,41.48255338845136,230.59090893333334,218.35592994186,240.1041440708594,54.797,52.63801576945593
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_0,circle_male,27.877,2.115554064541958,28.40337607854461,146.41695573333334,129.858437006952,169.9999999999999,52.55866666666666,45.71936682732749
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_2,circle_male,20.314333333333334,3.5032108605297134,6.172165823161512,106.67616733333334,28.58392074954024,85.23903155391902,52.55866666666666,46.31100584219068
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_3,circle_male,19.846666666666668,1.9259839909338115,17.53661307324709,104.23346253333334,79.80015211798236,96.04686356149273,52.55866666666666,45.504882718614105
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_4,circle_male,21.879999999999995,1.807884675525516,20.30684270335733,114.98618373333333,92.50695523775701,96.17692030835651,52.55866666666666,45.55457319933977
carapace:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,circle_male,32.966,6.352453777871979,31.82711707142748,176.69911983333336,145.4110842161396,157.0031846810757,54.23566666666667,45.68779631840458
carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_0,circle_male,19.029,4.969469991860299,18.96652793127783,106.37321796666667,85.93611344733685,55.59439806680168,56.613,45.30935433133179
carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_1,circle_male,26.55966666666667,4.301257994277179,31.1533472873859,149.1366457,141.5188682814466,141.4213562373095,56.613,45.4265369868451
carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_1,square,41.07966666666667,2.3146942202661087,27.80983346709722,296.0522586,235.5185746630787,231.624696438009,72.216,84.68895541633822
carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_2,square,42.725,2.9375869348838006,27.2374528768851,309.236326,224.3446474350761,205.2437575177383,72.216,82.36623609745271
carapace:undistorted_GX010157_68_883,Prawn_0,square,32.98833333333334,3.903253813593645,23.9135019266164,238.35767366666664,200.7925942880733,253.0316185775999,72.39133333333332,83.96620240073892
carapace:undistorted_GX010157_160_2259,Prawn_0,square,31.28533333333333,1.781680480146015,24.87274325304476,233.529953,206.4317328479184,221.0203610530034,74.72233333333332,82.99516090676825
carapace:undistorted_GX010157_174_2582.jpg_gamma,Prawn_0,square,38.113,2.215548916183074,24.83644625759206,280.2548959,202.8351483330299,175.641680702503,73.55966666666666,81.66834587739251
carapace:undistorted_GX010157_177_2665.jpg_gamma,Prawn_0,square,37.30433333333333,2.135137076005505,27.7820419233597,277.00784036666664,234.9343897062398,217.8302091079196,74.42,84.56339903104899
carapace:undistorted_GX010161_54_676.jpg_gamma.jpg_gamma,Prawn_0,square,33.285333333333334,1.1264410030415848,29.20602533444568,294.36374040000004,254.110152017923,255.1960031034972,88.48266666666666,87.00607121579966
carapace:undistorted_GX010161_136_2267.jpg_gamma.jpg_gamma,Prawn_0,square,47.38733333333334,3.722756684680498,25.46631530481042,368.97721113333336,217.2857801312077,311.96954979613,78.08233333333334,85.32281860586397
carapace:undistorted_GX010162_72_927.jpg_gamma.jpg_gamma,Prawn_0,square,26.892666666666667,1.0547726453285249,23.28591420849031,218.38224693333333,197.6854435321036,261.7250465660481,81.35433333333333,84.89486037014825
carapace:undistorted_GX010169_121_1249,Prawn_0,square,35.57933333333333,3.208021560609175,27.45241113816892,319.0859841666667,253.5211316960406,259.4224354214574,89.82733333333333,92.34931329713085
carapace:undistorted_GX010174_62_790.jpg_gamma,Prawn_0,square,37.70966666666667,1.4847155732103474,30.32908626941265,343.3453579333334,287.9495052308733,214.7673159491451,91.08366666666666,94.94170139944995
carapace:undistorted_GX010174_104_1236,Prawn_0,square,32.34433333333333,3.9680821984093675,26.43468208053814,291.9174752999999,242.2811373404838,259.3260495977988,91.08133333333335,91.65275247204775
carapace:undistorted_GX010175_82_852.jpg_gamma,Prawn_0,square,34.63733333333333,2.5563904892119527,27.52157865054213,264.671098,251.2818477960924,234.1264209280159,76.60833333333333,91.30357345658388
carapace:undistorted_GX010175_215_2644.jpg_gamma,Prawn_0,square,43.782000000000004,7.991158364092154,25.93952568911244,319.48617866666666,236.9264259681241,349.3565513912685,73.27766666666666,91.3379946910783
carapace:undistorted_GX010175_266_3372.jpg_gamma.jpg_gamma,Prawn_0,square,32.26466666666667,8.17654244368201,31.26966213883439,291.72396093333333,275.6773893479009,250.6808049623314,91.54966666666667,88.16129452372044
carapace:undistorted_GX010177_232_3047,Prawn_0,square,38.13666666666666,3.4196397958459475,30.25036876686566,360.5679399,266.2805366300278,340.8120385564451,94.62400000000001,88.0255505915335
carapace:undistorted_GX010178_107_2118,Prawn_0,square,33.587999999999994,4.701203356588608,25.68363476785836,288.6975543333333,196.0997310114747,261.0076627227639,86.43766666666666,76.35201667673712
carapace:undistorted_GX010178_107_2118,Prawn_1,square,35.447,1.9107435725392359,31.6247293056771,306.22491206666666,244.5412725137495,385.2920969861695,86.43766666666666,77.32596543359212
carapace:undistorted_GX010178_114_2258,Prawn_0,square,50.45366666666666,5.305752758406042,42.88724026804254,355.7077317,319.8510398239199,361.2705504535344,70.747,74.57953410498581
carapace:undistorted_GX010178_172_3604.jpg_gamma,Prawn_0,square,46.63933333333333,2.507165996365885,34.89597680318909,317.09586360000003,259.7888542994163,249.0,68.025,74.44664918383215
carapace:undistorted_GX010178_189_3987.jpg_gamma,Prawn_0,square,37.25899999999999,2.4725972175022757,28.68662359531841,280.3414246,221.2058177273729,239.2697222801079,75.32033333333334,77.11113752804049
carapace:undistorted_GX010178_189_3987.jpg_gamma,Prawn_1,square,42.73233333333334,2.7407346338770817,34.80647652102144,321.4498447333333,269.2433279720407,265.7536453183662,75.32033333333334,77.35437622059523
carapace:undistorted_GX010179_88_1697.jpg_gamma,Prawn_0,square,34.012,3.356820519479705,37.4047759871929,313.32942940000004,288.7267210975212,252.2399651125887,92.47733333333333,77.18980089504585
carapace:undistorted_GX010180_91_1563,Prawn_0,square,33.507,2.547572962645034,30.95143229563158,296.1160830333334,237.900926984725,277.3084924772414,88.50433333333332,76.86265524400363
carapace:undistorted_GX010180_99_1788,Prawn_0,square,35.41566666666667,5.0853531178604845,32.25234387288427,283.9386279333334,249.3263386047507,297.0690155502589,80.25366666666666,77.30487420927213
carapace:undistorted_GX010181_101_1542,Prawn_0,square,36.15233333333333,2.197363495949936,35.83906119716944,292.46214016666664,276.3635906614807,240.4163056034262,81.118,77.11239676203009
carapace:undistorted_GX010183_37_685.jpg_gamma,Prawn_1,square,26.575666666666667,3.9147374539467297,23.3050865281126,190.99989043333335,173.6631830304454,152.9705854077835,71.911,74.51728738314613
carapace:undistorted_GX010183_37_685.jpg_gamma,Prawn_2,square,39.201,3.4364987996506,24.53919118304509,281.7431099,186.4057083800533,112.7293800668222,71.911,75.9624500211103
carapace:undistorted_GX010183_80_1633.jpg_gamma,Prawn_0,square,39.565333333333335,2.5053104265406585,33.22797780556161,311.60497060000006,248.6470632449293,281.4693589007514,78.83066666666667,74.8306336003726
carapace:undistorted_GX010183_80_1633.jpg_gamma,Prawn_1,square,35.72666666666667,2.7145683511993837,33.22797780556161,281.61105460000005,248.6470632449293,270.4163456597993,78.83066666666667,74.8306336003726
