meas_image_name,meas_prawn_id,meas_meas_1,meas_meas_2,meas_meas_3,meas_avg,meas_std,meas_dev_pct,meas_flag,meas_base_image_name,meas_camera_frame,meas_scale_factor,meas_scaled_meas_1,meas_scaled_meas_2,meas_scaled_meas_3,meas_scaled_avg,meas_measurement_type,meas_center_x,meas_center_y,length_Label,length_PrawnID,length_Avg_Length,length_Std_Length,length_Uncertainty,length_Length_1,length_Length_2,length_Length_3,length_Angle_1,length_Angle_2,length_Angle_3,length_Scale_1,length_Scale_2,length_Scale_3,length_Global_Uncertainty,length_Length_ground_truth_annotation(mm),length_Length_ground_truth_annotation_pixels,length_pred_Distance_pixels,length_combined_scale,length_combined_scale_ground,length_id,length_Length_fov(mm),length_Height(mm),length_focal_RealLength(cm),length_Length_1_pixels,length_Length_2_pixels,length_Length_3_pixels,length_Pond_Type,length_Euclidean_Distance,length_MPError_fov_min,length_MPError_fov_max,length_MPError_fov_median,length_AbsError_fov_min,length_AbsError_fov_max,length_AbsError_fov_median,length_AbsError_focal_min,length_AbsError_focal_max,length_AbsError_focal_median,length_MPError_focal_min,length_MPError_focal_max,length_MPError_focal_median,length_Error_distance_mm_ground_min,length_Error_distance_mm_ground_max,length_Error_distance_mm_ground_median,length_Error_percentage_distance_mm_ground_min,length_Error_percentage_distance_mm_ground_max,length_Error_percentage_distance_mm_ground_median,length_pose_eval_iou,length_camera_frame,match_type
undistorted_GX010088_262_3712.jpg_gamma_obj2_cropped0.0832966_0.156131,1.jpg,734.8911,727.6435,725.6783,731.2673,0.8,OK,,undistorted_GX010088_262_3712.jpg_gamma,undistorted_GX010088_262_3712,0.1953468383114219,143.558652888203,142.14285714285714,141.75896153620752,142.85075501553007,total,0.0832966,0.156131,full body:undistorted_GX010088_262_3712.jpg_gamma,Prawn_0,134.6753333333334,7.421831954144178,4.284996676605307,133.847,144.151,126.028,-100.088,-100.176,-98.231,49.477,49.477,50.99,1.230960202536279,125.62940524535,679.6047750306792,731.3973827137428,0.184732860713629,0.1848565664355121,67ee457467583908e8ad323d,135.1131308271707,650.0,137.8614832197139,662.2348019,713.2159027,642.6167720000001,right,731.3973827137428,7.208819331553828,6.269723534924728,0.9459538332354309,9.085130827170659,9.037869172829346,1.266130827170628,11.83348321971387,6.289516780286135,4.014483219713838,9.38956677858402,4.363144744251608,2.999307582324473,0.3985947546500199,18.52159475465002,8.217594754650051,0.316274760093011,12.84874524259285,6.139543474751058,0.9905256269199305,undistorted_GX010088_262_3712,spatial_match
undistorted_GX010088_327_4364.jpg_gamma_obj3_cropped0.307725_0.365175,1.jpg,756.2143,749.0808,743.0814,752.6475,1.3,OK,,undistorted_GX010088_327_4364.jpg_gamma,undistorted_GX010088_327_4364,0.1942577411709856,146.9004817591981,145.51474416255485,144.34931427017366,146.20760324798945,total,0.307725,0.365175,full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_0,127.0246666666666,10.56928506990368,6.102179580250784,117.121,122.281,141.672,0.694,0.996,1.675,56.356,56.436,48.301,1.230960202536279,133.1252973184184,706.4263959549579,651.3851551897606,0.1884505511376902,0.1884489284102381,67ee457367583908e8ad2fad,122.7538914984202,650.0,122.7799357287426,660.0471076,690.1050516,684.2899272000001,right,651.3851551897606,4.809463288752871,13.35345622393963,0.3867252462935922,5.63289149842025,18.91810850157975,0.4728914984202675,5.658935728742591,18.89206427125741,0.4989357287426088,4.831700317400458,13.33507275344275,0.408023919286405,16.00429731841838,8.546702681581621,10.8442973184184,13.66475467116775,6.032739483865281,8.868342030583982,0.959975092919823,undistorted_GX010088_327_4364,spatial_match
undistorted_GX010088_327_4364.jpg_gamma_obj2_cropped0.0898486_0.872778,1.jpg,734.2929,738.0312,736.3647,736.162,0.0,OK,,undistorted_GX010088_327_4364.jpg_gamma,undistorted_GX010088_327_4364,0.1942577411709856,142.64208011189243,143.36827382571195,143.0445433000505,143.00516725591515,total,0.0898486,0.872778,full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_3,134.249,7.055854354127971,4.073699410718578,126.493,132.69,143.564,-53.902,-56.437,-55.577,56.356,56.436,48.301,1.230960202536279,120.0151477118211,645.7453297093289,680.992857132977,0.1857444345063066,0.1858552314514514,67ee457367583908e8ad2fab,126.4906331509988,650.0,128.3607072779574,712.8639508,748.849284,693.4284764,right,680.992857132977,0.001871130419192214,11.89251264174943,4.672067864195587,0.002366849001148807,17.07336684900115,6.199366849001123,1.867707277957379,15.20329272204262,4.329292722042595,1.476530146298514,10.58990605029298,3.262712127547363,6.477852288178852,23.54885228817885,12.67485228817883,5.121115230233177,16.40303438757547,9.552228719706706,0.9954041173168721,undistorted_GX010088_327_4364,spatial_match
undistorted_GX010088_327_4364.jpg_gamma_obj1_cropped0.10054299999999998_0.59776,1.jpg,652.2224,642.8717,652.2162,647.547,0.7,OK,,undistorted_GX010088_327_4364.jpg_gamma,undistorted_GX010088_327_4364,0.1942577411709856,126.69925016511908,124.88280430475156,126.6980457671238,125.79101752204824,total,0.10054299999999998,0.59776,full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_2,110.0133333333333,11.9494754231677,6.899032852240688,110.161,95.305,124.574,-53.647,-51.34,-54.197,56.356,56.436,48.301,1.230960202536279,105.4849499845219,568.0740629085345,610.6436414070224,0.1856497091636601,0.1856887277064541,67ee457367583908e8ad2faf,113.3658144298521,650.0,115.100546040657,620.8233316,537.863298,601.7048774,right,610.6436414070224,18.95054239531195,8.997210951039488,2.909209638485534,18.06081442985206,11.20818557014793,3.20481442985205,19.795546040657,9.47345395934299,4.939546040656992,20.77073190352762,7.604679916630268,4.483933552397847,10.17994998452193,19.08905001547807,4.676050015478083,10.68144376949995,15.32346237214673,4.244741801071235,0.9943368555456761,undistorted_GX010088_327_4364,spatial_match
undistorted_GX010089_11_236.jpg_gamma_obj3_cropped0.651187_0.840038,1.jpg,328.8662,320.601,321.9084,324.7336,0.9,OK,,undistorted_GX010089_11_236.jpg_gamma,undistorted_GX010089_11_236,0.1828420975645432,60.13058582608059,58.61935932129013,58.858407079646014,59.37497257368537,total,0.651187,0.840038,full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_3,52.411,2.924820108428322,1.688645676932322,49.658,51.114,56.461,-49.574,-45.535,-47.045,57.14,59.211,56.143,1.230960202536279,15.22728223274226,76.55793308860905,314.4041709643527,0.2005334290201004,0.1988988158172717,67ee457567583908e8ad3333,63.04854650170351,700.0,63.82084161470036,283.745812,302.6511053999999,316.9889923,left,314.4041709643527,26.96553727839122,11.66742796213938,23.34887995794402,13.39054650170351,6.587546501703514,11.93454650170351,14.16284161470036,7.359841614700365,12.70684161470036,28.52076526380515,13.0352661389284,24.8598067353374,34.43071776725774,41.23371776725774,35.88671776725774,69.33569166550755,73.03044183995631,70.20917511299788,,undistorted_GX010089_11_236,spatial_match
undistorted_GX010089_11_236.jpg_gamma_obj1_cropped0.856459_0.40323700000000007,1.jpg,470.7717,465.8508,455.0527,468.3113,2.8,OK,,undistorted_GX010089_11_236.jpg_gamma,undistorted_GX010089_11_236,0.1828420975645432,86.07688510202588,85.17713742412053,83.20279017040883,85.62702040517809,total,0.856459,0.40323700000000007,full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_2,83.09433333333334,2.536641655592857,1.464530742694154,84.568,79.525,85.19,-107.835,-106.28,-104.036,57.14,59.211,56.143,1.230960202536279,99.2577945108215,498.3148008659687,504.5344754014023,0.1993706811009186,0.1991869282998054,67ee457567583908e8ad332d,100.5893819996722,700.0,102.4153551938714,483.221552,470.8754775,478.2822170000001,left,504.5344754014023,26.48774850634671,18.07651367492925,18.94496972811491,21.06438199967222,15.39938199967223,16.02138199967222,22.89035519387136,17.22535519387137,17.84735519387135,28.7838480903758,20.21992627523344,21.10414718790955,19.73279451082149,14.0677945108215,14.68979451082149,24.81332223932284,16.51343410121082,17.37039366051164,0.9938022993604043,undistorted_GX010089_11_236,spatial_match
undistorted_GX010089_11_236.jpg_gamma_obj2_cropped0.49302100000000004_0.456011,1.jpg,429.6941,428.5464,424.9729,429.1202,1.0,OK,,undistorted_GX010089_11_236.jpg_gamma,undistorted_GX010089_11_236,0.1828420975645432,78.5661705551086,78.35632267973378,77.70293644408689,78.46123747531631,total,0.49302100000000004,0.456011,full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_1,64.972,5.338835828155796,3.082378302544968,64.54,58.66,71.716,-49.399,-51.546,-49.028,57.14,59.211,56.143,1.230960202536279,77.94853248728911,388.7549997228846,413.1844930837009,0.2006846957187773,0.200508115761477,67ee457567583908e8ad3331,82.91980427021974,700.0,83.8722400210618,368.78156,347.331726,402.6351387999999,left,413.1844930837009,41.35663871500127,15.62246119446114,28.47815969975168,24.25980427021975,11.20380427021975,18.37980427021974,25.2122400210618,12.15624002106181,19.33224002106179,42.98029325104297,16.95052710840232,29.95388909368111,19.28853248728912,6.23253248728912,13.40853248728911,32.88191695753345,8.690574609974233,20.77553840608786,0.9978942637605386,undistorted_GX010089_11_236,spatial_match
undistorted_GX010091_5_149.jpg_gamma_obj4_cropped0.465435_0.828935,1.jpg,244.8612,244.2335,237.3563,244.5473,2.9,OK,,undistorted_GX010091_5_149.jpg_gamma,undistorted_GX010091_5_149,0.1922892029612537,47.084164984136144,46.96346505143736,45.64105374483224,47.023805403326605,total,0.465435,0.828935,full body:undistorted_GX010091_5_149.jpg_gamma,Prawn_2,36.82166666666667,1.944887543164269,1.12288134658944,36.901,34.401,39.163,30.964,27.951,30.964,56.886,64.498,53.6,1.230960202536279,50.69749893177121,250.8728952381469,272.15770199411,0.2017237692590102,0.2020844016793661,67ee457567583908e8ad335c,54.9006774791223,700.0,55.24523908162866,209.9150286000001,221.8795698,209.91368,left,272.15770199411,59.59035341740733,40.18506620821261,48.77829185963065,20.4996774791223,15.7376774791223,17.9996774791223,20.84423908162866,16.08223908162866,18.34423908162866,60.59195686645347,41.06488032486956,49.7120378353667,16.29649893177121,11.53449893177122,13.79649893177122,47.37216630845385,29.45254176587907,37.3878727724756,0.6281063680991064,undistorted_GX010091_5_149,spatial_match
undistorted_GX010091_5_149.jpg_gamma_obj1_cropped0.48227499999999995_0.498148,1.jpg,548.8761,563.9087,558.4344,556.3924,0.4,OK,,undistorted_GX010091_5_149.jpg_gamma,undistorted_GX010091_5_149,0.1922892029612537,105.5429477934814,108.43355446591674,107.38090568214596,106.98825112969908,total,0.48227499999999995,0.498148,full body:undistorted_GX010091_5_149.jpg_gamma,Prawn_1,91.019,10.54169790245701,6.086252121699271,85.187,82.053,105.817,-87.161,-86.1,-83.928,56.886,64.498,53.6,1.230960202536279,101.2197117941388,508.9303086623944,510.2136886751421,0.1989045765835018,0.1988871758496195,67ee457567583908e8ad3358,101.4838377130358,700.0,103.5681775935479,484.5947682,529.2254394,567.17912,left,510.2136886751421,23.68083764522413,4.094958548214596,19.13066279248679,19.43083771303576,4.333162286964239,16.29683771303573,21.51517759354793,2.248822406452064,18.3811775935479,26.22107368840619,2.125199548703955,21.57744443817472,19.16671179413879,4.597288205861204,16.03271179413876,23.35894092128111,4.3445648675177,18.82060853667667,0.9813772768823035,undistorted_GX010091_5_149,spatial_match
undistorted_GX010091_5_149.jpg_gamma_obj2_cropped0.107193_0.133569,1.jpg,378.4706,378.431,383.471,378.4508,1.3,OK,,undistorted_GX010091_5_149.jpg_gamma,undistorted_GX010091_5_149,0.1922892029612537,72.77581001826748,72.76819536583021,73.73733294875493,72.77200269204884,total,0.107193,0.133569,full body:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,72.343,6.04513512393782,3.490160391093162,79.879,72.071,65.079,-106.361,-105.471,26.565,56.886,64.498,53.6,1.230960202536279,78.70324874175198,389.5621507556656,310.1337440573419,0.2024320225187077,0.2020300190587942,67ee457567583908e8ad335a,62.78100106082697,700.0,62.95398848605535,454.3996794000001,464.8435358,348.82344,left,310.1337440573419,3.531091349241733,21.40487354520342,12.89006526782342,2.297998939173027,17.09799893917304,9.289998939173017,2.125011513944642,16.92501151394465,9.117011513944632,3.265279912021762,21.18831171389809,12.65004164496765,13.62424874175198,1.175751258248027,6.632248741751994,20.93493867722612,1.471915344768997,9.202382014613361,0.9706622898198398,undistorted_GX010091_5_149,spatial_match
undistorted_GX010094_93_1258.jpg_gamma_obj1_cropped0.980272_0.17472200000000002,1.jpg,336.2142,335.9315,333.8637,336.0729,0.7,OK,,undistorted_GX010094_93_1258.jpg_gamma,undistorted_GX010094_93_1258,0.1788204999821179,60.1219913450878,60.07143878974286,59.701673759879824,60.096724008440326,total,0.980272,0.17472200000000002,full body:undistorted_GX010094_93_1258.jpg_gamma,Prawn_0,118.9936666666667,8.961226565351172,5.173766569774725,123.872,106.425,126.684,-71.4,-74.745,-72.705,53.151,64.281,55.227,1.230960202536279,122.8459601011819,663.676963626733,672.1817826937742,0.1851000370285825,0.1850990268366061,67ee457567583908e8ad32da,124.4208728665562,650.0,126.6999031519694,658.3920672,684.1105425000001,699.6377267999999,right,672.1817826937742,16.90944126526303,1.786434856370036,0.4430967987569387,17.99587286655618,2.263127133443817,0.548872866556195,20.27490315196938,0.01590315196938263,2.827903151969394,19.05088386372505,0.01255340214185109,2.282923624361756,16.42096010118189,3.83803989881811,1.026039898818098,15.42960780002996,3.029616919909468,0.8283065574287154,0.9973125214609541,undistorted_GX010094_93_1258,frame_match
undistorted_GX010094_9_129.jpg_gamma_obj1_cropped0.409259_0.942629,1.jpg,737.5208,727.2008,711.8321,732.3608,2.8,OK,,undistorted_GX010094_9_129.jpg_gamma,undistorted_GX010094_9_129,0.1727205209250911,127.38497676908992,125.60250099314298,122.94801112320154,126.49373888111649,total,0.409259,0.942629,full body:undistorted_GX010094_9_129.jpg_gamma,Prawn_1,112.616,8.408432117027923,4.854610546228766,109.386,104.32,124.142,161.663,162.759,161.719,67.417,69.857,57.009,1.230960202536279,126.1210362133578,670.2172810703851,650.6677450167653,0.1881764380833179,0.1881793259820658,67ee457467583908e8ad31cd,122.4403386329594,650.0,122.6447107021516,737.4475961999999,728.7482239999999,707.7211278,right,650.6677450167653,17.36995651165587,1.370737838153566,11.93419508251461,18.1203386329594,1.7016613670406,13.05433863295943,18.32471070215162,1.497289297848383,13.25871070215165,17.56586532031405,1.206110178544234,12.12103075544553,21.8010362133578,1.979036213357801,16.73503621335783,20.89823256648563,1.594171362921333,15.2990658890149,0.9987461959323723,undistorted_GX010094_9_129,spatial_match
undistorted_GX010097_105_1651.jpg_gamma_obj1_cropped0.511395_0.17872,1.jpg,826.7001,842.72,822.7958,834.71,1.4,OK,,undistorted_GX010097_105_1651.jpg_gamma,undistorted_GX010097_105_1651,0.1779517750689563,147.11275024468367,149.96351988611084,146.41797312928193,148.5381261678085,total,0.511395,0.17872,full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_0,127.9386666666667,2.024732465180421,1.168979833808891,130.514,127.735,125.567,73.124,73.877,73.701,57.009,62.586,56.754,1.230960202536279,141.3154260222826,763.9038329281115,824.4279262589444,0.1850219072052313,0.1849911205191993,67ee457467583908e8ad3277,152.5372272696837,650.0,155.3968600490527,744.0472626000001,799.442271,712.6429517999999,right,824.4279262589444,21.4787541867558,16.87422596019097,19.41693918634958,26.97022726968366,22.02322726968364,24.80222726968364,29.82986004905275,24.88286004905274,27.66186004905273,23.75613023250755,19.06528039064984,21.6556621513702,15.74842602228257,10.80142602228256,13.58042602228255,12.54185098177274,8.276066952420855,10.6317188102576,0.9907579099992558,undistorted_GX010097_105_1651,spatial_match
undistorted_GX010097_105_1651.jpg_gamma_obj2_cropped0.696019_0.307528,1.jpg,725.069,719.5554,728.6206,722.3122,0.9,OK,,undistorted_GX010097_105_1651.jpg_gamma,undistorted_GX010097_105_1651,0.1779517750689563,129.02731559747306,128.0461606904529,129.65932912180796,128.53673814396296,total,0.696019,0.307528,full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_2,100.8036666666667,6.393383576444912,3.691221728893002,104.609,91.798,106.004,6.934,7.199,4.194,57.009,62.586,56.754,1.230960202536279,115.7533907130172,614.2945893751389,659.5905377025017,0.1883932859721696,0.1884330298770198,67ee457467583908e8ad327d,124.2624287939245,650.0,124.3265726600841,596.3654481,574.5269628,601.6151016,right,659.5905377025017,35.36507199930774,17.22428285151931,18.78751234972568,32.46442879392453,18.25842879392452,19.65342879392453,32.52857266008409,18.32257266008409,19.7175726600841,35.43494701418777,17.28479364937558,18.84883008162214,23.95539071301718,9.749390713017178,11.14439071301719,26.09576539033223,9.197191344682443,10.65337658616103,0.9863235928477276,undistorted_GX010097_105_1651,spatial_match
undistorted_GX010097_105_1651.jpg_gamma_obj3_cropped0.839268_0.685718,1.jpg,671.193,679.3997,674.3827,675.2964,0.1,OK,,undistorted_GX010097_105_1651.jpg_gamma,undistorted_GX010097_105_1651,0.1779517750689563,119.43998576385798,120.9003825963164,120.00759854079544,120.17019307767592,total,0.839268,0.685718,full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,99.61066666666666,2.357558812745838,1.361137215169184,97.476,98.46,102.896,83.387,83.29,83.313,57.009,62.586,56.754,1.230960202536279,114.6579087870203,620.6476210990984,671.9189211331903,0.1847158774506812,0.1847391416468717,67ee457467583908e8ad327b,124.1140930928323,650.0,126.650356236052,555.7009284,616.2217559999999,583.9759584,right,671.9189211331903,27.32784797573997,20.62091149591071,26.05534541217987,26.63809309283229,21.21809309283229,25.6540930928323,29.17435623605196,23.75435623605196,28.19035623605197,29.92978398380315,23.08579170818298,28.63127791595772,17.18190878702032,11.76190878702032,16.19790878702032,17.62680945773351,11.4308707695346,16.45125816272631,0.9804518017813302,undistorted_GX010097_105_1651,spatial_match
undistorted_GX010097_124_1870.jpg_gamma_obj1_cropped0.329382_0.313961,1.jpg,677.8141,664.7383,674.1313,671.2762,0.4,OK,,undistorted_GX010097_124_1870.jpg_gamma,undistorted_GX010097_124_1870,0.1816431438795342,123.12028408987705,120.745154669137,122.45132871959748,121.93271937950702,total,0.329382,0.313961,full body:undistorted_GX010097_124_1870.jpg_gamma,Prawn_0,101.2153333333333,4.342070192380079,2.506895394410888,102.675,95.32,105.651,-10.112,-9.758,-10.088,62.129,66.851,62.682,1.230960202536279,122.0597196715021,648.1851694070839,664.6609429426082,0.1883135257963412,0.1883099543655929,67ee457467583908e8ad3264,125.1646456246433,650.0,125.2822960512897,637.9095074999999,637.2237319999999,662.2415982,right,664.6609429426082,31.30995134771644,18.46991095649194,21.90372108560338,29.84464562464331,19.5136456246433,22.48964562464327,29.96229605128974,19.63129605128974,22.60729605128971,31.4333781486464,18.58126856469862,22.01830635625975,26.73971967150207,16.40871967150207,19.38471967150204,28.0525804359023,15.53105949920216,18.87968801704605,0.9974053725893193,undistorted_GX010097_124_1870,spatial_match
undistorted_GX010097_32_528.jpg_gamma_obj2_cropped0.8317550000000001_0.863504,1.jpg,640.3351,650.0354,639.7406,645.1852,0.8,OK,,undistorted_GX010097_32_528.jpg_gamma,undistorted_GX010097_32_528,0.1824850818445592,116.85160313144402,118.6217631708608,116.74311575028742,117.73667402689831,total,0.8317550000000001,0.863504,full body:undistorted_GX010097_32_528.jpg_gamma,Prawn_1,99.14533333333333,2.883137681223168,1.66458031636495,101.006,101.357,95.073,99.866,100.972,103.173,55.471,59.093,60.926,1.230960202536279,104.1425823465392,563.759700581728,580.4651189278843,0.1847917117540885,0.1847286747156233,67ee457267583908e8ad2edf,107.2651429402243,650.0,109.4121802238193,560.2903825999999,598.9489201,579.2417598,right,580.4651189278843,12.82398045735838,5.829042829034328,6.196803101027981,12.19214294022433,5.908142940224323,6.259142940224322,14.33918022381927,8.055180223819264,8.406180223819263,15.08228437497425,7.947334889370506,8.32245631330739,9.06958234653925,2.785582346539243,3.136582346539242,9.539598357619147,2.748288077329877,3.105342599983409,0.9920493622075591,undistorted_GX010097_32_528,spatial_match
undistorted_GX010097_32_528.jpg_gamma_obj1_cropped0.661415_0.316431,1.jpg,632.4555,637.9506,632.1527,635.2031,0.5,OK,,undistorted_GX010097_32_528.jpg_gamma,undistorted_GX010097_32_528,0.1824850818445592,115.41369368054164,116.41646745378566,115.35843719775907,115.91508969141772,total,0.661415,0.316431,full body:undistorted_GX010097_32_528.jpg_gamma,Prawn_0,103.2106666666667,7.196363263636866,4.154822267447079,112.325,94.732,102.575,15.642,17.464,17.507,55.471,59.093,60.926,1.230960202536279,114.9791543785689,611.1049422432292,665.8610423431871,0.1879749922043256,0.1881496064432178,67ee457267583908e8ad2ee1,125.1652242436247,650.0,125.5085034281346,623.0780075,559.7998076,624.948445,right,665.8610423431871,32.12560089898312,11.4313147060981,22.02312868011181,30.43322424362469,12.84022424362469,22.59022424362469,30.77650342813463,13.18350342813463,22.93350342813463,32.48796967036971,11.73692715614033,22.357790327209,20.24715437856895,2.654154378568947,12.40415437856895,21.37308869080031,2.36292399605515,12.09276566275305,0.9925752220384104,undistorted_GX010097_32_528,spatial_match
undistorted_GX010097_60_1080.jpg_gamma_obj2_cropped0.496912_0.391393,1.jpg,770.1461,778.257,778.4016,774.2016,0.5,OK,,undistorted_GX010097_60_1080.jpg_gamma,undistorted_GX010097_60_1080,0.1960054097493091,150.9528018973324,152.54258217526805,152.57092455751783,151.7477018365707,total,0.496912,0.391393,full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,137.114,2.476570208978539,1.429848476820767,136.954,134.164,140.224,2.476,2.705,1.193,54.083,56.859,54.781,1.230960202536279,153.4429163968209,814.1907971102211,735.8954171624524,0.1884553532085594,0.1884606371644465,67ee457267583908e8ad2e55,138.6834307659101,650.0,138.7093201348142,740.6883182,762.8430876,768.1610943999999,right,735.8954171624524,3.36858677880067,1.098648757766055,1.262782223162602,4.51943076591013,1.540569234089872,1.729430765910109,4.545320134814204,1.514679865185798,1.755320134814184,3.387883586367583,1.080185891991241,1.28168591995428,19.27891639682088,13.21891639682087,16.48891639682085,14.3696642890946,9.426999940681249,12.039747942244,0.9569336455757191,undistorted_GX010097_60_1080,spatial_match
undistorted_GX010097_60_1080.jpg_gamma_obj3_cropped0.284325_0.637667,1.jpg,688.1424,690.0725,688.1046,689.1074,0.1,OK,,undistorted_GX010097_60_1080.jpg_gamma,undistorted_GX010097_60_1080,0.1960054097493091,134.87963307787297,135.2579431192301,134.87222407338444,135.06877829828105,total,0.284325,0.637667,full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_0,113.193,2.129874331191082,1.229683518453246,112.507,116.076,110.996,87.739,90.0,89.246,54.083,56.859,54.781,1.230960202536279,125.2013499631308,677.9335104481119,640.6226057732563,0.18469810358048,0.1846808691908047,67ee457267583908e8ad2e51,118.3217803971059,650.0,120.7512970422333,608.4716081,659.9965284,608.0471875999999,right,640.6226057732563,6.600039998834103,1.934749988891678,5.168372098719068,7.325780397105902,2.245780397105904,5.814780397105864,9.755297042233295,4.675297042233296,8.244297042233256,8.78887261003396,4.027789588057218,7.327808085037601,14.2053499631308,9.125349963130802,12.69434996313076,12.79807377124473,7.861530344886799,11.28316457032074,0.9393438577348526,undistorted_GX010097_60_1080,spatial_match
undistorted_GX010097_60_1080.jpg_gamma_obj1_cropped0.359558_0.734083,1.jpg,538.4097,538.8024,538.4719,538.606,0.0,OK,,undistorted_GX010097_60_1080.jpg_gamma,undistorted_GX010097_60_1080,0.1960054097493091,105.5312138615026,105.60818518591115,105.543405397989,105.56968972343638,total,0.359558,0.734083,full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_3,94.39433333333334,7.402604286480684,4.2738955775039,96.899,84.339,101.945,35.995,31.701,35.967,54.083,56.859,54.781,1.230960202536279,94.82439945617845,506.6926854054437,503.3709106865567,0.1874300941789598,0.1871438096255567,67ee457267583908e8ad2e53,94.34685719693007,650.0,94.88065174560117,524.0588617000001,479.5431201,558.4649044999999,right,503.3709106865567,11.8662270087742,7.453178481602746,2.633817483224726,10.00785719693008,7.598142803069919,2.552142803069927,10.54165174560117,7.064348254398823,2.01834825439883,12.4991424437107,6.929568153807272,2.082940230960929,10.48539945617846,7.120600543821539,2.074600543821546,12.43244460591003,6.98474721057584,2.140992728326965,0.9938514045227055,undistorted_GX010097_60_1080,spatial_match
undistorted_GX010102_50_1396.jpg_gamma_obj1_cropped0.381752_0.122268,1.jpg,544.5411,532.7814,527.5699,538.6612,2.1,OK,,undistorted_GX010102_50_1396.jpg_gamma,undistorted_GX010102_50_1396,0.1996406468356957,108.71253743262128,106.36482331802752,105.32439608704333,107.53867039329208,total,0.381752,0.122268,full body:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,132.286,4.229653492505821,2.441991582477077,135.607,134.934,126.317,51.189,50.5,51.291,52.24,56.858,57.219,1.230960202536279,149.6710025273291,687.9780189515432,677.8327479252766,0.2175018242636672,0.2175520124253723,67ee457567583908e8ad32e7,147.4298592194021,760.0,149.3868354162005,708.410968,767.2077372,722.7732423,left,677.8327479252766,16.7141867044041,8.718472659525037,9.260719477227475,21.11285921940213,11.82285921940212,12.49585921940212,23.06983541620055,13.77983541620054,14.45283541620054,18.26344467981392,10.16159594725976,10.71104052069941,23.35400252732914,14.06400252732914,14.73700252732914,18.48840815355743,10.37114789600031,10.92163763568051,0.9998341377185946,undistorted_GX010102_50_1396,frame_match
undistorted_GX010102_9_165.jpg_gamma_obj2_cropped0.4502630000000001_0.499096,1.jpg,412.8256,415.0614,423.1359,413.9435,2.2,OK,,undistorted_GX010102_9_165.jpg_gamma,undistorted_GX010102_9_165,0.1898109482954977,78.35881861665781,78.78319793485689,80.31582643686887,78.57100827575734,total,0.4502630000000001,0.499096,full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_4,67.901,4.232683860940559,2.443741166508616,61.996,70.004,71.703,134.045,132.474,131.009,54.755,55.002,51.01,1.230960202536279,83.96720852884815,385.3505741535752,363.0932096500172,0.2177172863653529,0.2178982312749439,67ee457567583908e8ad32fa,79.05166830268793,760.0,80.0217247053201,339.459098,385.0360008000001,365.757003,left,363.0932096500172,27.51091732158192,10.24875988827235,12.92450188944623,17.05566830268793,7.348668302687926,9.047668302687939,18.02572470532009,8.318724705320093,10.01772470532011,29.07562537150799,11.60164108240951,14.31021756659635,21.97120852884814,12.26420852884814,13.96320852884816,35.4397195445644,17.10417768970356,19.94630096687069,0.9970496863629819,undistorted_GX010102_9_165,spatial_match
undistorted_GX010102_9_165.jpg_gamma_obj1_cropped0.448036_0.216305,1.jpg,508.4339,504.357,504.5017,506.3954,0.4,OK,,undistorted_GX010102_9_165.jpg_gamma,undistorted_GX010102_9_165,0.1898109482954977,96.50632070457824,95.73248044947232,95.75994609369069,96.11939108647788,total,0.448036,0.216305,full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_1,93.12166666666667,3.93733804605204,2.273223180778701,87.556,96.051,95.758,-54.851,-57.995,-58.392,54.755,55.002,51.01,1.230960202536279,107.2724699314261,493.3689859213382,473.4603492137347,0.2173640605042847,0.2174284825202398,67ee457567583908e8ad32f8,102.913263992874,760.0,104.3454207259488,479.412878,528.2997102,488.461558,left,473.4603492137347,17.53993329169217,7.144396198763148,7.472236254802699,15.357263992874,6.862263992873991,7.155263992873969,16.78942072594884,8.29442072594884,8.587420725948817,19.17563699340861,8.63543401520946,8.96783634364629,19.71646993142613,11.22146993142613,11.51446993142611,22.51869652728098,11.68282467795872,12.02455140189447,0.9965746191067829,undistorted_GX010102_9_165,spatial_match
