n_samples,mean_ratio,median_ratio,std_ratio,corr_px_real,pond_shape
39,5.72925953680657,1.0421027503345817,18.60461247900687,0.27646426846100175,circle
12,2.2146919241544514,1.0946243802878683,2.944711998688705,0.7779400021916665,square
