image_name,prawn_id,meas_1,meas_2,meas_3,avg,std,dev_pct,flag
undistorted_GX010067_33_625.jpg_gamma_obj2_cropped0.730074_0.668993,1.jpg,623.2439,612.2777,619.7322,617.7608,0.3,OK

undistorted_GX010068_26_666.jpg_gamma_obj2_cropped0.644743_0.8728269999999999,1.jpg,756.1911,764.0157,760.6083,760.1034,0.1,OK

undistorted_GX010069_19_191.jpg_gamma_obj2_cropped0.680402_0.8831689999999999,1.jpg,728.1566,735.2911,735.3707,731.7238,0.5,OK

undistorted_GX010073_42_695.jpg_gamma_obj2_cropped0.10033300000000002_0.0908068,1.jpg,521.0461,517.6534,525.1019,519.3497,1.1,OK

undistorted_GX010073_55_1014.jpg_gamma_obj2_cropped0.577343_0.508345,1.jpg,623.5543,641.2488,636.4542,632.4016,0.6,OK

undistorted_GX010077_14_237.jpg_gamma_obj2_cropped0.369629_0.12261,1.jpg,498.3423,502.2211,507.5047,500.2817,1.4,OK

undistorted_GX010080_157_2283.jpg_gamma_obj2_cropped0.235209_0.123212,1.jpg,752.0007,767.4907,752.4307,759.7457,1.0,OK

undistorted_GX010080_157_2283.jpg_gamma_obj7_cropped0.7981360000000001_0.876279,1.jpg,731.0027,722.5407,727.9258,726.7717,0.2,OK

undistorted_GX010080_193_2640.jpg_gamma_obj2_cropped0.610808_0.498642,1.jpg,662.6749,668.8617,656.4998,665.7683,1.4,OK

undistorted_GX010080_193_2640.jpg_gamma_obj7_cropped0.281944_0.396994,1.jpg,526.6166,529.9972,533.3414,528.3069,1.0,OK

undistorted_GX010080_212_2954.jpg_gamma_obj2_cropped0.675773_0.9642879999999999,1.jpg,646.7457,641.838,650.3691,644.2918,0.9,OK

undistorted_GX010080_237_3366.jpg_gamma_obj2_cropped0.536768_0.147128,1.jpg,858.5389,861.5916,855.4841,860.0652,0.5,OK

undistorted_GX010080_238_3392.jpg_gamma_obj2_cropped0.769997_0.339013,1.jpg,614.044,620.3781,617.256,617.211,0.0,OK

