image_name,pond_type,manual_size,shai_length,total_length_pixels,calculated_total_length_mm,real_length,pixel_difference_pct,measurement_difference_pct,scale_impact_ratio_rho,shai_iou
undistorted_GX010191_37_1242.jpg,Circle,small,718.51,719.0159724185112,139.2092030473477,145,0.07041967662401244,3.9936530707946902,56.71217566246097,0.3574883681422849
undistorted_GX010191_38_1266.jpg,Circle,small,716.045,766.8819568959361,148.22703220053194,145,7.099687435277974,2.2255394486427154,0.31347006032746266,0.1586793067409861
undistorted_GX010191_38_1266.jpg,Circle,big,1000.8,767.2715443972003,146.29750604042198,180,23.334178217705805,18.723607755321122,0.8024112775959594,0.1252110128569157
undistorted_GX010191_41_1322.jpg,Circle,big,959.041,901.1996411935183,169.01932976895307,180,6.031166426303121,6.100372350581627,1.011474716395934,0.2862791518544784
undistorted_GX010191_42_1339.jpg,Circle,small,726.823,708.1287389712372,138.1674797183921,145,2.5720513837292924,4.712082952833043,1.832032976728815,0.6177097970596773
undistorted_GX010191_42_1339.jpg,Circle,big,944.847,886.4120725347757,166.62316172793976,180,6.184591522778216,7.431576817811244,1.2016277534967843,0.4858674323489734
undistorted_GX010191_42_457.jpg,Circle,big,1011.905,872.9780506477881,163.87472253178862,180,13.729248234983707,8.958487482339656,0.6525111447480713,0.4786990091930062
undistorted_GX010191_46_1396.jpg,Circle,big,953.889,841.5220415001435,159.88605217524986,180,11.77987779499046,11.174415458194522,0.948601984898908,0.5920544887533216
undistorted_GX010191_47_507.jpg,Circle,big,872.624,904.9633485855684,170.34332746913452,180,3.7059889007829674,5.364818072703043,1.4476077010294375,0.5001960306642745
undistorted_GX010191_47_507.jpg,Circle,small,699.314,786.8775217947343,153.36561020477134,145,12.521345460656352,5.769386348118168,0.46076409010887115,0.5139238309510039
undistorted_GX010191_5_190.jpg,Circle,big,1028.778,917.3326427107685,172.04831079608886,180,10.832789706742517,4.417605113283969,0.4077993972812354,0.1102170997876639
undistorted_GX010191_88_1016.jpg,Circle,big,1038.129,1014.3375230900931,190.36724797495236,180,2.2917649839188394,5.759582208306869,2.513164416387138,0.4956212298726472
undistorted_GX010191_8_309.jpg,Circle,small,789.582,790.1141232321046,154.8482805645037,145,0.06739302974290136,6.791917630692214,100.78071362280043,0.3897649723743188
undistorted_GX010191_8_309.jpg,Circle,big,913.42,958.1876209279772,179.7200805582247,180,4.901099267366293,0.15551080098627307,0.03172977989279536,0.3372997684555138
undistorted_GX010191_90_1036.jpg,Circle,big,1008.801,905.4591918166938,170.72947985190058,180,10.244023170407868,5.150288971166345,0.5027603789538564,0.6892967370833738
undistorted_GX010191_94_1132.jpg,Circle,big,970.979,831.9949482819594,156.7199847177234,180,14.313806139786816,12.933341823486996,0.9035571459597552,0.7275558925415175
undistorted_GX010191_94_1132.jpg,Circle,small,822.289,645.5070661285652,126.50403285213596,145,21.498759422956507,12.755839412320025,0.5933290922219103,0.5073647884238308
undistorted_GX010192_26_1578.jpg,Square,small,1325.811,1257.0096380424786,139.47866929401036,145,5.189379327635787,3.8078142799928556,0.7337706572565482,0.4195310889364912
undistorted_GX010192_26_1578.jpg,Square,big,1717.882,1639.1633077649512,172.87321761112688,180,4.582310789393499,3.9593235493739583,0.864045179680622,0.5479525070484755
undistorted_GX010193_11_1065.jpg,Square,big,1740.667,1745.4001757683232,184.33203722110065,180,0.27191736089230367,2.4066873450559156,8.8508042927392,0.6301345017659604
undistorted_GX010193_18_1289.jpg,Square,small,1352.0,1312.1474567619043,145.84446822092195,145,2.947673316427195,0.582391876497899,0.19757680515417578,0.5343281792046677
undistorted_GX010193_19_1334.jpg,Square,small,1303.202,1199.6300176925115,134.26149778780658,145,7.9475002576337745,7.405863594616155,0.9318481729525754,0.6110315347207432
undistorted_GX010193_27_1553.jpg,Square,small,1418.737,1217.132881338564,136.07884584850763,145,14.210112139278536,6.1525201044774995,0.43296773763460744,0.6776631993121298
undistorted_GX010193_28_1584.jpg,Square,small,1371.948,1292.6681487799092,143.56458858191354,145,5.778633827236229,0.9899389090251447,0.1713101986769435,0.6023748822988823
undistorted_GX010193_7_360.jpg,Square,small,1295.191,1141.8771983476208,128.60432544844545,145,11.837157735992545,11.307361759692792,0.9552429740216409,0.4886683877154916
undistorted_GX010194_19_285.jpg,Square,small,1279.162,1194.3801163108387,133.08470627833574,145,6.627923882132309,8.217443945975349,1.2398217137236744,0.6012773041470852
undistorted_GX010194_26_373.jpg,Square,small,1217.065,1126.19479590384,126.35536523872146,145,7.46633943923784,12.85836880088175,1.7221784390496886,0.5484046127463077
undistorted_GX010194_60_836.jpg,Square,small,1378.84,1196.8547919966143,133.0028873413966,145,13.198428244276759,8.273870799036837,0.6268830383363746,0.6447534160474347
undistorted_GX010194_65_928.jpg,Square,small,1282.629,1233.0868601807801,137.03568894817263,145,3.8625463652560295,5.49262831160508,1.4220226224367927,0.6592139009307232
undistorted_GX010194_7_885.jpg,Square,small,1317.27,1391.5898071375377,154.74201582107264,145,5.64195701242249,6.718631600739752,1.1908335327523116,0.5712360526098167
