pond_type,manual_size,mae_mm,mape_pct,pixel_error_pct_mean,pixel_error_pct_std,scale_error_pct_mean,scale_error_pct_std,count
Circle,big,14.301191915353884,7.945106619641046,-6.0104299951278275,8.374293772946782,0.3486052403070282,4.565345182587538,58
Circle,small,7.703588717931595,5.312819805470065,-1.408204064603163,10.674554534345226,0.13067028530891123,6.000395830621229,40
Square,big,6.195200666282299,3.441778147934611,-2.9642347392982313,2.802589929275367,1.126914821400894,0.8728281742878206,3
Square,small,9.356796356867513,6.452963004736215,-7.0624265457382345,5.381761785921999,1.7326979221155054,3.530811776246585,13
