image_name,pond_type,manual_size,mm_error_pct,pixel_error_pct,individual_rho
undistorted_GX010191_100_1250.jpg,Circle,big,8.520040398189398,17.283253609486334,0.49296507420992575
undistorted_GX010191_100_1250.jpg,Circle,small,1.4063721163409448,0.9015525799529219,1.5599446417361305
undistorted_GX010191_101_1265.jpg,Circle,big,11.491390181972779,18.86167952075734,0.6092453309540367
undistorted_GX010191_105_1312.jpg,Circle,big,3.205735236658522,7.3640270791713816,0.43532366220185587
undistorted_GX010191_105_1312.jpg,Circle,small,2.507616327891708,3.5878893242804253,0.6989112821629823
undistorted_GX010191_106_1320.jpg,Circle,big,16.432985537435073,20.32376595916901,0.8085600656123172
undistorted_GX010191_10_370.jpg,Circle,small,2.07685742582365,5.005104586780494,0.41494785769493325
undistorted_GX010191_10_370.jpg,Circle,big,19.63315241679772,23.15266622144896,0.8479866737166231
undistorted_GX010191_110_1355.jpg,Circle,big,9.78000532681828,8.281182110012281,1.1809914571246853
undistorted_GX010191_114_1383.jpg,Circle,small,3.0873471716421754,5.479395533686935,0.5634466708346539
undistorted_GX010191_117_1408.jpg,Circle,big,6.146437534114995,9.5686022431926,0.6423547951831481
undistorted_GX010191_118_1415.jpg,Circle,big,4.967907241328504,14.387445929813698,0.34529458985030803
undistorted_GX010191_14_460.jpg,Circle,big,9.73018952537681,11.491867182519206,0.846702226090625
undistorted_GX010191_15_479.jpg,Circle,big,11.423293163092122,9.61681918974249,1.187845267515943
undistorted_GX010191_16_495.jpg,Circle,big,12.777226359232245,9.334229320972447,1.3688571300175754
undistorted_GX010191_17_509.jpg,Circle,big,2.842098890678402,5.5512958650882025,0.5119703506621233
undistorted_GX010191_17_509.jpg,Circle,small,1.8451277434447462,3.516910866397447,0.5246444432453887
undistorted_GX010191_28_230.jpg,Circle,small,5.299368801663682,2.9528370335405243,1.7946702582870306
undistorted_GX010191_28_230.jpg,Circle,big,11.74997514367975,4.5076802775108264,2.6066567325773535
undistorted_GX010191_32_305.jpg,Circle,small,6.365794001181999,0.4457974521748177,14.279565686449185
undistorted_GX010191_32_305.jpg,Circle,big,6.383235769731704,7.1532586465843275,0.892353553129201
undistorted_GX010191_34_1128.jpg,Circle,big,5.722121284056274,5.588170740494166,1.023970374167605
undistorted_GX010191_34_1128.jpg,Circle,small,6.8591477703583035,15.766332540427792,0.4350503043602677
undistorted_GX010191_34_350.jpg,Circle,small,2.9316402171825717,5.857818581318037,0.500466201963349
undistorted_GX010191_34_350.jpg,Circle,big,2.575120706547188,2.5634866329182815,1.0045383788936173
undistorted_GX010191_35_1167.jpg,Circle,big,11.361420337709328,9.163496501267879,1.2398564604828888
undistorted_GX010191_35_1167.jpg,Circle,small,2.8773486052517683,1.4061056259720432,2.046324651651011
undistorted_GX010191_35_367.jpg,Circle,big,4.647850143550696,2.295335525586946,2.024910995250763
undistorted_GX010191_35_367.jpg,Circle,small,0.7788052750857661,6.140751901404226,0.12682571899829956
undistorted_GX010191_36_1195.jpg,Circle,small,0.1057888021627942,3.8674191644645903,0.027353849599449795
undistorted_GX010191_36_1195.jpg,Circle,big,3.945913898176406,6.749302371922136,0.5846402606870683
undistorted_GX010191_37_1242.jpg,Circle,big,0.7331646846193804,2.7357032137239115,0.26799861949256454
undistorted_GX010191_37_1242.jpg,Circle,small,3.9936530707946902,0.07037012221151118,56.75211219316892
undistorted_GX010191_38_1266.jpg,Circle,small,2.2255394486427154,6.629045896673066,0.3357254548138898
undistorted_GX010191_41_1322.jpg,Circle,big,6.100372350581627,6.418262520597386,0.9504709928901177
undistorted_GX010191_42_1339.jpg,Circle,small,4.712082952833043,2.639952313744758,1.7849121472004847
undistorted_GX010191_42_1339.jpg,Circle,big,7.431576817811244,6.592298240943889,1.127311985318672
undistorted_GX010191_42_457.jpg,Circle,big,8.958487482339656,15.914140023236776,0.5629262699246749
undistorted_GX010191_46_1396.jpg,Circle,big,11.174415458194522,13.352824163648169,0.8368578303169629
undistorted_GX010191_47_507.jpg,Circle,big,5.364818072703043,3.573553408114685,1.501255881756468
