,image_path,index,pond,smaller,true_length,center,Hull_Length_pixels,Diameter_pixels,Skeleton_Length_pixels,Box_Length_pixels,Focal_Box,Focal_Hull,Focal_MEC,Focal_Skeleton,Hull_Length_fov,Diameter_fov,Skeleton_Length_fov,Box_Length_fov,MAE_Hull_fov,MAE_Skeleton_fov,MAE_Box_fov,MAE_MEC_fov,Error_percentage_Hull_fov,Error_percentage_Skeleton_fov,Error_percentage_Box_fov,Error_percentage_MEC_fov,Error_percentage_Hull_focal,Error_percentage_Skeleton_focal,Error_percentage_Box_focal,Error_percentage_MEC_focal
222,undistorted_GX010193_26_1530.jpg,1,square,no,143.0,"[494.39759036144574, 199.93975903614455]",1440.593908168425,1440.8450927734375,678.8263474556651,1419.5184042484273,156.42307256089106,158.74547646144532,158.773155614867,74.80290687778856,158.15305048688717,158.18062634382565,74.52374815153901,155.8393136200322,15.153050486887167,68.47625184846099,12.839313620032186,15.18062634382565,10.596538802018998,47.88549080311957,8.978540993029501,10.615822618059896,11.010822700311413,47.69027491063737,9.386764028595145,11.03017875165524
223,undistorted_GX010193_27_1553.jpg,0,square,yes,180.0,"[416.92771084337346, 120.42168674698794]",1607.9095652065864,1608.045654296875,1561.1282874895326,1606.0446382339437,169.99128797221408,170.18868057918564,170.2030848860065,165.23713100030685,169.55354944223393,169.56789999328365,164.6204786676035,169.35689348937163,10.44645055776607,15.379521332396507,10.643106510628371,10.432100006716354,5.803583643203372,8.54417851799806,5.912836950349095,5.795611114842418,5.450733011563531,8.201593888718419,5.560395570992177,5.442730618885274
224,undistorted_GX010193_27_1553.jpg,1,square,no,180.0,"[222.95180722891564, 111.92771084337349]",1826.4526953495429,1827.04736328125,1748.327572281579,1816.6574635852517,192.28353601602012,193.32030923138305,193.38325167097665,185.0511802313855,192.59885262580787,192.66156016903184,184.3605833826725,191.56594856877436,12.598852625807865,4.360583382672502,11.56594856877436,12.661560169031844,6.9993625698932584,2.4225463237069453,6.425526982652421,7.03420009390658,7.400171795212805,2.806211239658612,6.824186675566734,7.435139817209249
225,undistorted_GX010193_28_1584.jpg,0,square,no,143.0,"[331.92771084337346, 94.4578313253012]",1589.2928837265003,1589.431640625,1555.314585542102,1584.6697700151917,174.62183912393712,175.13128067070187,175.14657091303854,171.3870602460235,174.47770412830408,174.492937308626,170.747456847828,173.970163778421,31.477704128304083,27.747456847828005,30.97016377842101,31.49293730862601,22.012380509303554,19.403815977502102,21.657457187707,22.023033082955255,22.46942704244886,19.851091081135323,22.11317421254344,22.480119519607374
226,undistorted_GX010193_28_1584.jpg,1,square,no,180.0,"[156.4457831325301, 173.49397590361446]",1833.116669598627,1832.98828125,1777.5375804747425,1830.2393969095956,193.72111146317386,194.02565548306706,194.0120662588175,188.14290433184073,193.30156657923763,193.28802806893347,187.44076940529328,192.99815909432988,13.30156657923763,7.440769405293281,12.998159094329878,13.288028068933471,7.389759210687571,4.1337607807184895,7.221199496849932,7.382237816074151,7.792030823926142,4.523835739911514,7.622839701763253,7.78448125489861
227,undistorted_GX010193_28_1584.jpg,2,square,yes,143.0,"[350.9036144578313, 74.4578313253012]",1180.2646217412375,1180.55810546875,1137.9478590866984,1165.2265916979409,128.4015220637804,130.05862975438544,130.09097003702402,125.39555668999805,129.5732608972725,129.60548048845024,124.92759006484904,127.92233740580458,13.42673910272751,18.072409935150958,15.077662594195417,13.39451951154976,9.389328043865392,12.63804890569997,10.54381999594085,9.366796861223609,9.049909262667526,12.310799517483884,10.208725829524203,9.027293680402781
228,undistorted_GX010193_3_251.jpg,0,square,no,180.0,"[384.4578313253012, 78.97590361445782]",1908.1516784441537,1907.804443359375,1767.2959061798344,1896.4183214681304,200.72579885137247,201.9677123182268,201.93095933024284,187.05887754769245,201.21398426583426,201.17736843718998,186.36078812617833,199.97670552503524,21.213984265834256,6.360788126178335,19.976705525035243,21.177368437189983,11.785546814352363,3.5337711812101857,11.098169736130691,11.765204687327769,12.204284621237111,3.9215986376069147,11.51433269520693,12.183866294579357
229,undistorted_GX010193_3_251.jpg,1,square,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,undistorted_GX010193_4_283.jpg,0,square,no,143.0,"[237.07112139966114, 79.62153055581702]",1546.3193211080475,1547.831298828125,1512.924036427474,1542.21504661315,169.9435635486471,170.39583188500944,170.56244346250662,166.7158563220672,169.75992767523095,169.92591747106627,166.09368549958154,169.30934716970262,26.759927675230955,23.09368549958154,26.30934716970262,26.92591747106627,18.713236136525143,16.14943041928779,18.398144873917914,18.82931291682956,19.157924395111497,16.5845149105365,18.84165283122174,19.274435987766868
231,undistorted_GX010193_4_283.jpg,1,square,no,180.0,"[407.4698795180723, 161.9277108433735]",1897.8708030728176,1898.0919189453125,1472.3788269327972,1772.1812012319735,187.5759600610095,200.87953630851325,200.90294024826792,155.84347235114976,200.1298692457465,200.1531858437883,155.26187643393578,186.87594092711112,20.129869245746505,24.738123566064218,6.875940927111117,20.153185843788293,11.183260692081392,13.74340198114679,3.819967181728398,11.196214357660162,11.599742393618474,13.420293138250136,4.208866700560839,11.61274458237107
232,undistorted_GX010193_5_305.jpg,0,square,no,143.0,"[265.96385542168673, 136.4457831325301]",1535.4999227987753,1535.65966796875,1490.0522843175672,1512.4458502703496,166.663162853825,169.20359406566783,169.22119709937235,164.19551581138757,168.57213919622816,168.5896765367575,163.58275070688856,166.0411886793319,25.572139196228164,20.58275070688856,23.041188679331896,25.58967653675751,17.882614822537178,14.393531962859132,16.11271935617615,17.894878697033224,18.324191654313168,14.822039028942354,16.547666331346164,18.33650146809255
233,undistorted_GX010193_5_305.jpg,1,square,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,undistorted_GX010193_6_330.jpg,0,square,no,143.0,"[304.4578313253012, 208.97590361445782]",1542.215088659005,1542.0135498046875,1433.210776543353,1527.4029756419884,168.31135529733825,169.94356818186765,169.92135971543397,157.93189621446945,169.30935178563234,169.2872261994965,157.34250645915634,167.68323019472817,26.309351785632344,14.34250645915634,24.683230194728168,26.2872261994965,18.3981481018408,10.029724796612825,17.261000136173543,18.382675663983566,18.84165607123612,10.44188546466395,17.700248459677102,18.826125675128647
235,undistorted_GX010193_7_360.jpg,0,square,no,143.0,"[305.96385542168673, 280.48192771084337]",1499.9135139227376,1500.04052734375,1448.534300594915,1498.994706461634,165.1809212444732,165.28216874202417,165.29616491812993,159.62046376486703,164.66534833191403,164.67929227536123,159.02477240462665,164.56447868227878,21.665348331914032,16.024772404626646,21.564478682278775,21.679292275361234,15.15059323910072,11.206134548689963,15.08005502257257,15.160344248504359,15.581936183233685,11.622701933473445,15.511133737393854,15.59172371897198
236,undistorted_GX010193_7_360.jpg,1,square,,,,,,,,,,,,,,,,,,,,,,,,,,,
