image_name,lobster_size,total_length,carapace_length,eye_x,eye_y,pixels_total_length,pixels_carapace_length,sample_id,filepath,tags,detections.label,labels,diff_big,diff_small,new_class
undistorted_GX010191_32_305,small,154.2,36.9,2897.1,1454.2,786.3,187.9,{'$oid': '68736034b54ea3950eac6fd2'},data/undistorted_GX010191_32_305.jpg,Circle|shai_measured|shai_measurements_2|small mpe<5|good,789.795|947.738|small_prawn|unknown_prawn,789.795|947.738|eyes|rostrum|small_prawn|start_carapace|tail|unknown_prawn,25.80000000000001,9.199999999999989,small
undistorted_GX010191_31_1024,big,175.2,37.3,3199.4,651.8,931.7,198.7,{'$oid': '68736034b54ea3950eac6fc4'},data/undistorted_GX010191_31_1024.jpg,Circle|big mpe<5|good,big_prawn,big_prawn|eyes|rostrum|start_carapace|tail,4.800000000000011,30.19999999999999,big
undistorted_GX010191_30_275,small,144.9,33.9,2947.9,1008.2,738.9,172.6,{'$oid': '68736034b54ea3950eac6fc1'},data/undistorted_GX010191_30_275.jpg,Circle|small mpe<5|good,small_prawn,eyes|rostrum|small_prawn|start_carapace|tail,35.099999999999994,0.09999999999999432,small
undistorted_GX010191_28_230,small,152.7,36.2,2721.0,387.7,778.6,184.6,{'$oid': '68736034b54ea3950eac6fb7'},data/undistorted_GX010191_28_230.jpg,Circle|shai_measured|shai_measurements_2|small mpe<5|good,1023.945|801.568|small_prawn|unknown_prawn,1023.945|801.568|eyes|rostrum|small_prawn|start_carapace|tail|unknown_prawn,27.30000000000001,7.699999999999989,small
undistorted_GX010191_17_509,small,142.3,29.9,4704.1,2638.9,730.9,153.4,{'$oid': '68736034b54ea3950eac6fa9'},data/undistorted_GX010191_17_509.jpg,Circle|shai_measured|shai_measurements_2|big mpe<5|small mpe<5|good,705.238|876.511|big_prawn|small_prawn,705.238|876.511|big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,37.69999999999999,2.6999999999999886,small
undistorted_GX010191_17_509,big,174.9,42.1,3473.8,2446.9,928.0,223.3,{'$oid': '68736034b54ea3950eac6fa9'},data/undistorted_GX010191_17_509.jpg,Circle|shai_measured|shai_measurements_2|big mpe<5|small mpe<5|good,705.238|876.511|big_prawn|small_prawn,705.238|876.511|big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,5.099999999999994,29.900000000000006,big
undistorted_GX010191_13_439,small,141.3,34.9,3916.3,1765.5,720.4,177.9,{'$oid': '68736034b54ea3950eac6f7f'},data/undistorted_GX010191_13_439.jpg,Circle|small mpe5<x<10|1_low_visibility_keypoints|good,low_visibility_prawn|small_prawn,eyes|low_visibility_prawn|rostrum|small_prawn|start_carapace|tail,38.69999999999999,3.6999999999999886,small
undistorted_GX010191_12_410,small,134.8,33.2,3600.2,1680.7,693.9,171.1,{'$oid': '68736034b54ea3950eac6f7a'},data/undistorted_GX010191_12_410.jpg,Circle|small mpe5<x<10|big mpe<5|good,big_prawn|small_prawn,big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,45.19999999999999,10.199999999999989,small
undistorted_GX010191_12_410,big,183.0,43.8,3979.2,270.9,964.3,230.3,{'$oid': '68736034b54ea3950eac6f7a'},data/undistorted_GX010191_12_410.jpg,Circle|small mpe5<x<10|big mpe<5|good,big_prawn|small_prawn,big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,3.0,38.0,big
undistorted_GX010191_118_1415,big,171.1,37.9,4079.6,669.2,908.0,201.2,{'$oid': '68736034b54ea3950eac6f70'},data/undistorted_GX010191_118_1415.jpg,Circle|shai_measured|shai_measurements_1|big mpe5<x<10|good,1038.599|big_prawn,1038.599|big_prawn|eyes|rostrum|start_carapace|tail,8.900000000000006,26.099999999999994,big
undistorted_GX010191_114_1383,small,149.5,32.7,4783.2,521.0,772.3,168.8,{'$oid': '68736034b54ea3950eac6f61'},data/undistorted_GX010191_114_1383.jpg,Circle|shai_measured|shai_measurements_2|small mpe<5|good,814.607|936.786|small_prawn,814.607|936.786|eyes|rostrum|small_prawn|start_carapace|tail,30.5,4.5,small
undistorted_GX010191_105_1312,small,141.4,35.7,3242.7,2205.3,720.3,181.9,{'$oid': '68736034b54ea3950eac6f0d'},data/undistorted_GX010191_105_1312.jpg,Circle|shai_measured|shai_measurements_2|big mpe<5|small mpe5<x<10|good,694.447|992.677|big_prawn|small_prawn,694.447|992.677|big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,38.599999999999994,3.5999999999999943,small
undistorted_GX010191_105_1312,big,174.2,40.4,2780.7,935.6,924.6,214.6,{'$oid': '68736034b54ea3950eac6f0d'},data/undistorted_GX010191_105_1312.jpg,Circle|shai_measured|shai_measurements_2|big mpe<5|small mpe5<x<10|good,694.447|992.677|big_prawn|small_prawn,694.447|992.677|big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,5.800000000000011,29.19999999999999,big
undistorted_GX010191_104_1301,small,137.0,34.0,2942.0,2112.3,700.8,173.8,{'$oid': '68736034b54ea3950eac6f02'},data/undistorted_GX010191_104_1301.jpg,Circle|small mpe5<x<10|big mpe<5|good,big_prawn|small_prawn,big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,43.0,8.0,small
undistorted_GX010191_104_1301,big,190.0,48.2,2851.4,717.2,1006.0,255.1,{'$oid': '68736034b54ea3950eac6f02'},data/undistorted_GX010191_104_1301.jpg,Circle|small mpe5<x<10|big mpe<5|good,big_prawn|small_prawn,big_prawn|eyes|rostrum|small_prawn|start_carapace|tail,10.0,45.0,big
undistorted_GX010191_102_1277,small,153.0,41.5,2765.6,1771.4,790.1,214.6,{'$oid': '68736034b54ea3950eac6ef8'},data/undistorted_GX010191_102_1277.jpg,Circle|small mpe<5|good,small_prawn,eyes|rostrum|small_prawn|start_carapace|tail,27.0,8.0,small
