GX010094_MP4-0_jpg.rf.dcf3d1515810af1e22925baaf0a60166.jpg,207.511445,144.6505538384925,11-diag
GX010094_MP4-0_jpg.rf.dcf3d1515810af1e22925baaf0a60166.jpg,146.030819,101.79409066251092,11
GX010094_MP4-10_jpg.rf.33bc31af4c51bc9839c19f1c171bc9b0.jpg,177.628826,123.8201972839677,9-diag
GX010094_MP4-11_jpg.rf.b8ea985e4e9a802bec116227095cb3ef.jpg,121.210561,84.49256752910364,6-diag
GX010094_MP4-12_jpg.rf.2431c8492fbfd8896fb5be05c655ec8c.jpg,120.208153,83.79381632349117,6-diag
GX010096_MP4-14_jpg.rf.fdc61cf2e4d7932542491f42143a3227.jpg,146.11297,101.8513558781639,7-diag
GX010096_MP4-15_jpg.rf.7d65e85a53bb1e235ca0bfc160732c0b.jpg,113.216607,78.92020079309334,5-diag
GX010096_MP4-16_jpg.rf.078f2130e993f45bf05c179102a97e1c.jpg,110.476242,77.00996728780585,5-diag
GX010096_MP4-17_jpg.rf.0aa1229bfdd251863a9e727f888989b3.jpg,146.986394,102.46019586448767,10
GX010096_MP4-2_jpg.rf.6b586868747777683ff6b75a63e55f51.jpg,118.962179,82.92528191967376,5-diag
GX010096_MP4-3_jpg.rf.1fa5098444dc3757d4384a7af4934599.jpg,120.307938,83.86337371833642,5-diag
GX010096_MP4-49_jpg.rf.05c279aaa5b6847c4077b8027c700892.jpg,142.562267,99.37625791204451,11
GX010096_MP4-50_jpg.rf.40458fd9890d904f83f94ae18b5704c4.jpg,147.580888,102.87460137524715,11
GX010097_MP4-16_jpg.rf.4e5c72e5b2f64b8d49e1e5c10d8825e9.jpg,172.409396,120.18187535805538,9-diag
GX010097_MP4-28_jpg.rf.42d710eb65a11bdd9b2db24bee069c42.jpg,219.965906,153.3322180301225,14
GX010097_MP4-29_jpg.rf.e9a4bf90ef62e2df99679be26e0c5e2c.jpg,214.014018,149.1833196617232,14
GX010097_MP4-33_jpg.rf.a7871359758187faf7f8cf25d406cc3f.jpg,209.031286,145.70999343902366,11-diag
GX010097_MP4-45_jpg.rf.128de7ed0121ae8a9c46b4180e5f572a.jpg,141.484982,98.62531199726905,8-diag
GX010097_MP4-48_jpg.rf.799e973abf191218b716fda8642acf8c.jpg,194.743421,135.75031345404926,10-diag
GX010097_MP4-49_jpg.rf.4369d33e2a4020cb8f92cd23e6df2f7c.jpg,194.537914,135.60706014400807,9-diag
GX010097_MP4-51_jpg.rf.e5cb4d5327c697375cbc349c62539e76.jpg,177.538728,123.75739243192812,12
GX010097_MP4-52_jpg.rf.7722dbdb44b4842202bf08897322c571.jpg,179.738699,125.29093205707322,12
GX010097_MP4-52_jpg.rf.7722dbdb44b4842202bf08897322c571.jpg,236.019067,164.52243758407764,15
GX010097_MP4-60_jpg.rf.6d1476cc2ea449ec9d24419cc17f642a.jpg,180.679274,125.9465811692301,10-diag
GX010101_MP4-17_jpg.rf.1ee2b41511e9246c8e820f06510b5c7f.jpg,220.116902,153.43747321268557,15
GX010101_MP4-53_jpg.rf.c97b7bbf8e31957c4ef28d6335c463a3.jpg,213.3776,148.73969007698977,15
GX010104_MP4-1_jpg.rf.faa10477e6ae7c7b2012cf6e6e3ece9e.jpg,171.400117,119.47833456623273,8-diag
GX010104_MP4-2_jpg.rf.b68b34b37effdb144cb0ec174f7dae47.jpg,167.417212,116.70196040462399,8-diag
GX010104_MP4-31_jpg.rf.91cae9a90b1b9b93a27eb01f053b2928.jpg,162.053382,112.96298118737879,8-diag
GX010104_MP4-3_jpg.rf.6eb87f6321e82ed22b3fc5e70829c816.jpg,192.152858,133.94450282657516,14
GX010104_MP4-6_jpg.rf.6439b202a65d38427956038e3fd6789d.jpg,180.155488,125.58146427173635,12
GX010104_MP4-7_jpg.rf.d20fc9c3aac3c1efc499d2f521dbe492.jpg,202.484567,141.14645464638028,14
