image_name,center_x,center_y,start_carapace_x,start_carapace_y,eyes_x,eyes_y,rostrum_x,rostrum_y,tail_x,tail_y,index,pond_type,manual_size,calculated_total_length_mm,real_length,individual_mae,individual_mape,total_length_pixels,shai_length,pixel_difference_pct,measurement_difference_pct,scale_impact_ratio_rho,shai_iou
undistorted_GX010191_114_1383.jpg,0.899406,0.17859512500000002,0.900443,0.174369,0.911019,0.22765,0.916785,0.278349,0.869377,0.0340125,41,Circle,small,149.47665339888115,145,4.4766533988811545,3.087347171642175,772.2901670780234,814.607,5.194754393465387,3.087347171642175,0.5943201425510757,0.4203727342369112
undistorted_GX010191_117_1408.jpg,0.761536,0.34204775000000004,0.767872,0.32948,0.738665,0.37866,0.710576,0.436155,0.829031,0.223896,11,Circle,big,168.936412438593,180,11.06358756140699,6.146437534114995,893.410137538574,978.897,8.732978286931727,6.146437534114995,0.7038191705242981,0.6661534600078569
undistorted_GX010191_118_1415.jpg,0.7662312499999999,0.23367305000000002,0.768002,0.223965,0.747836,0.280971,0.729618,0.344128,0.819469,0.0856282,3,Circle,big,171.0577669656087,180,8.942233034391307,4.967907241328504,907.9658974440846,1038.599,12.577819019266853,4.967907241328504,0.3949736622635931,0.7567868394717457
undistorted_GX010191_14_460.jpg,0.60559725,0.350243,0.607487,0.359733,0.614204,0.28992,0.616937,0.233797,0.583761,0.517522,16,Circle,big,162.48565885432174,180,17.51434114567826,9.73018952537681,865.8936516145861,965.401,10.30735915805078,9.73018952537681,0.9440041213443928,0.412686436486933
undistorted_GX010191_14_460.jpg,0.60559725,0.350243,0.607487,0.359733,0.614204,0.28992,0.616937,0.233797,0.583761,0.517522,43,Circle,small,106.99335930628354,145,38.00664069371646,26.211476340494112,544.6229174218485,792.01,31.235348364054943,26.211476340494112,0.839160685355371,0.0194951241527878
undistorted_GX010191_14_460.jpg,0.7500675,0.7368667500000001,0.754422,0.738214,0.728972,0.738645,0.707176,0.73599,0.8097,0.734618,16,Circle,big,162.48565885432174,180,17.51434114567826,9.73018952537681,865.8936516145861,965.401,10.30735915805078,9.73018952537681,0.9440041213443928,0.412686436486933
undistorted_GX010191_14_460.jpg,0.7500675,0.7368667500000001,0.754422,0.738214,0.728972,0.738645,0.707176,0.73599,0.8097,0.734618,43,Circle,small,106.99335930628354,145,38.00664069371646,26.211476340494112,544.6229174218485,792.01,31.235348364054943,26.211476340494112,0.839160685355371,0.0194951241527878
undistorted_GX010191_15_479.jpg,0.57783425,0.567218,0.577932,0.580492,0.576604,0.507472,0.57657,0.448215,0.580231,0.732693,26,Circle,big,159.43807230643418,180,20.56192769356582,11.423293163092122,850.242697141876,932.009,8.773123742166014,11.423293163092122,1.3020781991468642,0.0134271426377708
undistorted_GX010191_16_495.jpg,0.5959045000000001,0.71500125,0.597929,0.731132,0.58671,0.661645,0.57394,0.601343,0.625039,0.865885,28,Circle,big,157.00099255338196,180,22.999007446618037,12.777226359232245,835.7583948549596,913.77,8.537334903207627,12.777226359232245,1.4966293936098976,0.4295593167336609
undistorted_GX010191_16_495.jpg,0.075009,0.50054725,0.0750756,0.495457,0.0574854,0.48586,0.044629,0.484463,0.122846,0.536409,28,Circle,big,157.00099255338196,180,22.999007446618037,12.777226359232245,835.7583948549596,913.77,8.537334903207627,12.777226359232245,1.4966293936098976,0.4295593167336609
undistorted_GX010191_17_509.jpg,0.65175175,0.80570875,0.653954,0.8189,0.631562,0.755651,0.613526,0.693494,0.707965,0.95479,6,Circle,big,174.88422199677888,180,5.1157780032211235,2.842098890678402,928.0286140802737,876.511,5.877577586621682,2.842098890678402,0.4835493617553393,0.4413967134816638
undistorted_GX010191_17_509.jpg,0.65175175,0.80570875,0.653954,0.8189,0.631562,0.755651,0.613526,0.693494,0.707965,0.95479,39,Circle,small,142.32456477200512,145,2.675435227994882,1.8451277434447464,730.9446726186796,705.238,3.6451059952355926,1.8451277434447464,0.5061931658109412,0.4783817646316528
undistorted_GX010191_17_509.jpg,0.88447575,0.8901425,0.885561,0.883168,0.865833,0.920663,0.846455,0.968027,0.940054,0.788712,6,Circle,big,174.88422199677888,180,5.1157780032211235,2.842098890678402,928.0286140802737,876.511,5.877577586621682,2.842098890678402,0.4835493617553393,0.4413967134816638
undistorted_GX010191_17_509.jpg,0.88447575,0.8901425,0.885561,0.883168,0.865833,0.920663,0.846455,0.968027,0.940054,0.788712,39,Circle,small,142.32456477200512,145,2.675435227994882,1.8451277434447464,730.9446726186796,705.238,3.6451059952355926,1.8451277434447464,0.5061931658109412,0.4783817646316528
undistorted_GX010191_28_230.jpg,0.5192805,0.13120525,0.512238,0.129768,0.545834,0.114006,0.57875,0.097762,0.4403,0.183285,30,Circle,big,201.14995525862355,180,21.14995525862355,11.74997514367975,1072.2799519120415,1023.945,4.7204636881904465,11.74997514367975,2.4891569811405567,0.2880441193186033
undistorted_GX010191_28_230.jpg,0.5192805,0.13120525,0.512238,0.129768,0.545834,0.114006,0.57875,0.097762,0.4403,0.183285,46,Circle,small,152.68408476241234,145,7.68408476241234,5.299368801663682,778.5778644826086,801.568,2.8681453747394383,5.299368801663682,1.8476639463036677,0.4831213152135837
undistorted_GX010191_28_230.jpg,0.736192,0.43106875,0.734692,0.422041,0.742172,0.498408,0.749121,0.579306,0.718783,0.22452,30,Circle,big,201.14995525862355,180,21.14995525862355,11.74997514367975,1072.2799519120415,1023.945,4.7204636881904465,11.74997514367975,2.4891569811405567,0.2880441193186033
undistorted_GX010191_28_230.jpg,0.736192,0.43106875,0.734692,0.422041,0.742172,0.498408,0.749121,0.579306,0.718783,0.22452,46,Circle,small,152.68408476241234,145,7.68408476241234,5.299368801663682,778.5778644826086,801.568,2.8681453747394383,5.299368801663682,1.8476639463036677,0.4831213152135837
undistorted_GX010191_32_305.jpg,0.5527645,0.4875585,0.545391,0.486664,0.579686,0.471219,0.613423,0.455759,0.472558,0.536592,14,Circle,big,191.48982438551707,180,11.489824385517068,6.383235769731704,1020.7552641966088,947.738,7.70437232617122,6.383235769731704,0.828521195431884,0.3296960279361446
undistorted_GX010191_32_305.jpg,0.5527645,0.4875585,0.545391,0.486664,0.579686,0.471219,0.613423,0.455759,0.472558,0.536592,48,Circle,small,154.2304013017139,145,9.230401301713895,6.365794001181999,786.2897403707153,789.795,0.4438189187427924,6.365794001181999,14.343223626461008,0.4271031397808782
undistorted_GX010191_32_305.jpg,0.74656425,0.767943,0.745442,0.762936,0.751373,0.831975,0.759686,0.907155,0.729756,0.569706,14,Circle,big,191.48982438551707,180,11.489824385517068,6.383235769731704,1020.7552641966088,947.738,7.70437232617122,6.383235769731704,0.828521195431884,0.3296960279361446
undistorted_GX010191_32_305.jpg,0.74656425,0.767943,0.745442,0.762936,0.751373,0.831975,0.759686,0.907155,0.729756,0.569706,48,Circle,small,154.2304013017139,145,9.230401301713895,6.365794001181999,786.2897403707153,789.795,0.4438189187427924,6.365794001181999,14.343223626461008,0.4271031397808782
undistorted_GX010191_34_1128.jpg,0.6919795,0.62266775,0.696648,0.610994,0.674643,0.666494,0.650797,0.731309,0.74583,0.481874,22,Circle,big,169.7001816886987,180,10.299818311301294,5.722121284056274,900.1822773651658,950.486,5.292421207133428,5.722121284056274,1.081191587008168,0.6657430711339486
undistorted_GX010191_34_1128.jpg,0.6919795,0.62266775,0.696648,0.610994,0.674643,0.666494,0.650797,0.731309,0.74583,0.481874,38,Circle,small,135.05423573298046,145,9.94576426701954,6.8591477703583035,689.1874195991971,797.847,13.61909995284846,6.8591477703583035,0.5036417820638507,0.5634440887525412
undistorted_GX010191_34_1128.jpg,0.6516225,0.159213,0.643595,0.151031,0.672845,0.175345,0.704744,0.200278,0.585306,0.110198,22,Circle,big,169.7001816886987,180,10.299818311301294,5.722121284056274,900.1822773651658,950.486,5.292421207133428,5.722121284056274,1.081191587008168,0.6657430711339486
undistorted_GX010191_34_1128.jpg,0.6516225,0.159213,0.643595,0.151031,0.672845,0.175345,0.704744,0.200278,0.585306,0.110198,38,Circle,small,135.05423573298046,145,9.94576426701954,6.8591477703583035,689.1874195991971,797.847,13.61909995284846,6.8591477703583035,0.5036417820638507,0.5634440887525412
undistorted_GX010191_34_1128.jpg,0.246119,0.94065275,0.23673,0.960795,0.239979,0.948194,0.25401,0.928237,0.253757,0.925385,22,Circle,big,169.7001816886987,180,10.299818311301294,5.722121284056274,900.1822773651658,950.486,5.292421207133428,5.722121284056274,1.081191587008168,0.6657430711339486
undistorted_GX010191_34_1128.jpg,0.246119,0.94065275,0.23673,0.960795,0.239979,0.948194,0.25401,0.928237,0.253757,0.925385,38,Circle,small,135.05423573298046,145,9.94576426701954,6.8591477703583035,689.1874195991971,797.847,13.61909995284846,6.8591477703583035,0.5036417820638507,0.5634440887525412
undistorted_GX010191_34_350.jpg,0.58853875,0.63975875,0.588132,0.648881,0.609527,0.601142,0.625988,0.558262,0.530508,0.75075,20,Circle,big,175.36478272821506,180,4.6352172717849385,2.575120706547188,928.868578161453,952.68,2.4994144769016824,2.575120706547188,1.0302895859590893,0.6482211595861651
undistorted_GX010191_34_350.jpg,0.58853875,0.63975875,0.588132,0.648881,0.609527,0.601142,0.625988,0.558262,0.530508,0.75075,37,Circle,small,149.25087831491473,145,4.250878314914729,2.9316402171825717,766.8401019829557,721.92,6.222310225919184,2.9316402171825717,0.4711497997915233,0.4248155904873611
undistorted_GX010191_34_350.jpg,0.8332172499999999,0.6856995,0.832652,0.678369,0.857488,0.731262,0.876787,0.786798,0.765942,0.546369,20,Circle,big,175.36478272821506,180,4.6352172717849385,2.575120706547188,928.868578161453,952.68,2.4994144769016824,2.575120706547188,1.0302895859590893,0.6482211595861651
undistorted_GX010191_34_350.jpg,0.8332172499999999,0.6856995,0.832652,0.678369,0.857488,0.731262,0.876787,0.786798,0.765942,0.546369,37,Circle,small,149.25087831491473,145,4.250878314914729,2.9316402171825717,766.8401019829557,721.92,6.222310225919184,2.9316402171825717,0.4711497997915233,0.4248155904873611
undistorted_GX010191_35_1167.jpg,0.7867957499999999,0.58109725,0.787907,0.567766,0.786119,0.646785,0.782424,0.733637,0.790733,0.376201,23,Circle,big,200.4505566078768,180,20.45055660787679,11.361420337709328,1068.9303997853162,970.979,10.087900952061393,11.361420337709328,1.1262422571057955,0.1574492002425863
undistorted_GX010191_35_1167.jpg,0.7867957499999999,0.58109725,0.787907,0.567766,0.786119,0.646785,0.782424,0.733637,0.790733,0.376201,47,Circle,small,149.17215547761506,145,4.172155477615064,2.8773486052517683,759.3714355230852,770.049,1.3866084465942774,2.8773486052517683,2.075098137703529,0.3015885534294614
undistorted_GX010191_35_1167.jpg,0.62064975,0.23229650000000002,0.614228,0.228891,0.64759,0.228624,0.681728,0.227901,0.539053,0.24377,23,Circle,big,200.4505566078768,180,20.45055660787679,11.361420337709328,1068.9303997853162,970.979,10.087900952061393,11.361420337709328,1.1262422571057955,0.1574492002425863
undistorted_GX010191_35_1167.jpg,0.62064975,0.23229650000000002,0.614228,0.228891,0.64759,0.228624,0.681728,0.227901,0.539053,0.24377,47,Circle,small,149.17215547761506,145,4.172155477615064,2.8773486052517683,759.3714355230852,770.049,1.3866084465942774,2.8773486052517683,2.075098137703529,0.3015885534294614
undistorted_GX010191_35_367.jpg,0.86018525,0.555933,0.858333,0.544002,0.890199,0.58628,0.91491,0.636099,0.777299,0.457351,29,Circle,big,171.63386974160875,180,8.366130258391252,4.647850143550696,905.3218264955548,926.102,2.2438320513771797,4.647850143550696,2.07138949668627,0.6257999596840783
undistorted_GX010191_35_367.jpg,0.86018525,0.555933,0.858333,0.544002,0.890199,0.58628,0.91491,0.636099,0.777299,0.457351,33,Circle,small,146.12926764887436,145,1.129267648874361,0.7788052750857661,752.6940757695772,706.473,6.542511287703463,0.7788052750857661,0.1190376662474419,0.345880875171258
undistorted_GX010191_35_367.jpg,0.6104415000000001,0.6529822500000001,0.60938,0.662201,0.627526,0.610456,0.640408,0.563308,0.564452,0.775964,29,Circle,big,171.63386974160875,180,8.366130258391252,4.647850143550696,905.3218264955548,926.102,2.2438320513771797,4.647850143550696,2.07138949668627,0.6257999596840783
undistorted_GX010191_35_367.jpg,0.6104415000000001,0.6529822500000001,0.60938,0.662201,0.627526,0.610456,0.640408,0.563308,0.564452,0.775964,33,Circle,small,146.12926764887436,145,1.129267648874361,0.7788052750857661,752.6940757695772,706.473,6.542511287703463,0.7788052750857661,0.1190376662474419,0.345880875171258
undistorted_GX010191_36_1195.jpg,0.6058655000000001,0.26168075,0.600414,0.260135,0.629851,0.234661,0.656091,0.211365,0.537106,0.340562,9,Circle,big,172.89735498328247,180,7.102645016717531,3.945913898176406,919.9947710930568,982.088,6.322572814955818,3.945913898176406,0.6240993996688325,0.6250003562436621
undistorted_GX010191_36_1195.jpg,0.6058655000000001,0.26168075,0.600414,0.260135,0.629851,0.234661,0.656091,0.211365,0.537106,0.340562,32,Circle,small,144.84660623686395,145,0.1533937631360515,0.1057888021627942,740.6162646459411,769.259,3.7234189465523206,0.1057888021627942,0.0284117376210777,0.5815294242285899
undistorted_GX010191_36_1195.jpg,0.864673,0.425223,0.86344,0.415207,0.878265,0.477717,0.889737,0.547563,0.82725,0.260405,9,Circle,big,172.89735498328247,180,7.102645016717531,3.945913898176406,919.9947710930568,982.088,6.322572814955818,3.945913898176406,0.6240993996688325,0.6250003562436621
undistorted_GX010191_36_1195.jpg,0.864673,0.425223,0.86344,0.415207,0.878265,0.477717,0.889737,0.547563,0.82725,0.260405,32,Circle,small,144.84660623686395,145,0.1533937631360515,0.1057888021627942,740.6162646459411,769.259,3.7234189465523206,0.1057888021627942,0.0284117376210777,0.5815294242285899
undistorted_GX010191_37_1242.jpg,0.808947,0.282583,0.8051,0.269656,0.839859,0.314869,0.868836,0.365449,0.721993,0.180358,2,Circle,big,181.31969643231488,180,1.3196964323148848,0.7331646846193804,956.1972802740034,982.356,2.662855393156508,0.7331646846193804,0.2753302663387583,0.6334039920396253
undistorted_GX010191_37_1242.jpg,0.808947,0.282583,0.8051,0.269656,0.839859,0.314869,0.868836,0.365449,0.721993,0.180358,49,Circle,small,139.2092030473477,145,5.7907969526523,3.9936530707946902,719.0159724185112,718.51,0.0704196766240124,3.9936530707946902,56.71217566246097,0.3574883681422849
undistorted_GX010191_37_1242.jpg,0.552481,0.40823525000000005,0.55113,0.416157,0.563905,0.361035,0.571365,0.315323,0.523524,0.540426,2,Circle,big,181.31969643231488,180,1.3196964323148848,0.7331646846193804,956.1972802740034,982.356,2.662855393156508,0.7331646846193804,0.2753302663387583,0.6334039920396253
undistorted_GX010191_37_1242.jpg,0.552481,0.40823525000000005,0.55113,0.416157,0.563905,0.361035,0.571365,0.315323,0.523524,0.540426,49,Circle,small,139.2092030473477,145,5.7907969526523,3.9936530707946902,719.0159724185112,718.51,0.0704196766240124,3.9936530707946902,56.71217566246097,0.3574883681422849
undistorted_GX010191_38_1266.jpg,0.5264464999999999,0.526934,0.527009,0.544086,0.52152,0.476292,0.51708,0.417005,0.540177,0.670353,13,Circle,big,146.29750604042198,180,33.70249395957802,18.72360775532112,767.2715443972003,1000.8,23.334178217705805,18.72360775532112,0.8024112775959594,0.1252110128569157
undistorted_GX010191_38_1266.jpg,0.5264464999999999,0.526934,0.527009,0.544086,0.52152,0.476292,0.51708,0.417005,0.540177,0.670353,34,Circle,small,148.22703220053194,145,3.227032200531937,2.2255394486427154,766.8819568959361,716.045,7.099687435277974,2.2255394486427154,0.3134700603274626,0.1586793067409861
undistorted_GX010191_38_1266.jpg,0.73240775,0.20261099999999999,0.726925,0.203478,0.763409,0.204307,0.791826,0.205764,0.647471,0.196895,13,Circle,big,146.29750604042198,180,33.70249395957802,18.72360775532112,767.2715443972003,1000.8,23.334178217705805,18.72360775532112,0.8024112775959594,0.1252110128569157
undistorted_GX010191_38_1266.jpg,0.73240775,0.20261099999999999,0.726925,0.203478,0.763409,0.204307,0.791826,0.205764,0.647471,0.196895,34,Circle,small,148.22703220053194,145,3.227032200531937,2.2255394486427154,766.8819568959361,716.045,7.099687435277974,2.2255394486427154,0.3134700603274626,0.1586793067409861
undistorted_GX010191_41_1322.jpg,0.5001085,0.39215449999999996,0.498824,0.406326,0.502553,0.330001,0.5078,0.266061,0.491257,0.56623,19,Circle,big,169.01932976895307,180,10.980670231046927,6.100372350581627,901.1996411935183,959.041,6.031166426303121,6.100372350581627,1.011474716395934,0.2862791518544784
undistorted_GX010191_41_1322.jpg,0.663768,0.757482,0.666156,0.756879,0.645607,0.760803,0.628487,0.76138,0.714822,0.750866,19,Circle,big,169.01932976895307,180,10.980670231046927,6.100372350581627,901.1996411935183,959.041,6.031166426303121,6.100372350581627,1.011474716395934,0.2862791518544784
undistorted_GX010191_42_1339.jpg,0.7519800000000001,0.71445075,0.75452,0.707168,0.732511,0.742208,0.709391,0.780394,0.811498,0.628033,24,Circle,big,166.62316172793976,180,13.37683827206024,7.431576817811244,886.4120725347757,944.847,6.184591522778216,7.431576817811244,1.2016277534967843,0.4858674323489734
undistorted_GX010191_42_1339.jpg,0.7519800000000001,0.71445075,0.75452,0.707168,0.732511,0.742208,0.709391,0.780394,0.811498,0.628033,45,Circle,small,138.1674797183921,145,6.832520281607913,4.712082952833043,708.1287389712372,726.823,2.5720513837292924,4.712082952833043,1.832032976728815,0.6177097970596773
undistorted_GX010191_42_1339.jpg,0.52167975,0.5367265,0.523248,0.551202,0.509111,0.48225,0.49559,0.419441,0.55877,0.694013,24,Circle,big,166.62316172793976,180,13.37683827206024,7.431576817811244,886.4120725347757,944.847,6.184591522778216,7.431576817811244,1.2016277534967843,0.4858674323489734
undistorted_GX010191_42_1339.jpg,0.52167975,0.5367265,0.523248,0.551202,0.509111,0.48225,0.49559,0.419441,0.55877,0.694013,45,Circle,small,138.1674797183921,145,6.832520281607913,4.712082952833043,708.1287389712372,726.823,2.5720513837292924,4.712082952833043,1.832032976728815,0.6177097970596773
undistorted_GX010191_42_457.jpg,0.61508,0.30963675,0.615786,0.318852,0.623856,0.250483,0.630949,0.193195,0.589729,0.476017,10,Circle,big,163.87472253178862,180,16.12527746821138,8.958487482339656,872.9780506477881,1011.905,13.729248234983707,8.958487482339656,0.6525111447480713,0.4786990091930062
undistorted_GX010191_42_457.jpg,0.7501175,0.72083025,0.750862,0.717846,0.732733,0.723061,0.712318,0.729299,0.804557,0.713115,10,Circle,big,163.87472253178862,180,16.12527746821138,8.958487482339656,872.9780506477881,1011.905,13.729248234983707,8.958487482339656,0.6525111447480713,0.4786990091930062
undistorted_GX010191_46_1396.jpg,0.7600585,0.45700299999999994,0.77143,0.450639,0.733365,0.48023,0.697618,0.514131,0.837821,0.383012,17,Circle,big,159.88605217524986,180,20.11394782475014,11.174415458194522,841.5220415001435,953.889,11.77987779499046,11.174415458194522,0.948601984898908,0.5920544887533216
undistorted_GX010191_47_507.jpg,0.6385622500000001,0.7838860000000001,0.640012,0.796923,0.620254,0.731873,0.606634,0.670016,0.687349,0.936732,27,Circle,big,170.34332746913452,180,9.656672530865478,5.364818072703043,904.9633485855684,872.624,3.7059889007829674,5.364818072703043,1.4476077010294377,0.5001960306642745
undistorted_GX010191_47_507.jpg,0.6385622500000001,0.7838860000000001,0.640012,0.796923,0.620254,0.731873,0.606634,0.670016,0.687349,0.936732,36,Circle,small,153.36561020477134,145,8.365610204771343,5.769386348118168,786.8775217947343,699.314,12.521345460656352,5.769386348118168,0.4607640901088711,0.5139238309510039
undistorted_GX010191_47_507.jpg,0.8736520000000001,0.89893925,0.874951,0.891612,0.853496,0.928382,0.829601,0.978978,0.93656,0.796785,27,Circle,big,170.34332746913452,180,9.656672530865478,5.364818072703043,904.9633485855684,872.624,3.7059889007829674,5.364818072703043,1.4476077010294377,0.5001960306642745
undistorted_GX010191_47_507.jpg,0.8736520000000001,0.89893925,0.874951,0.891612,0.853496,0.928382,0.829601,0.978978,0.93656,0.796785,36,Circle,small,153.36561020477134,145,8.365610204771343,5.769386348118168,786.8775217947343,699.314,12.521345460656352,5.769386348118168,0.4607640901088711,0.5139238309510039
undistorted_GX010191_47_507.jpg,0.132858725,0.874945,0.127995,0.875819,0.15191,0.875714,0.174922,0.87375,0.0766079,0.874497,27,Circle,big,170.34332746913452,180,9.656672530865478,5.364818072703043,904.9633485855684,872.624,3.7059889007829674,5.364818072703043,1.4476077010294377,0.5001960306642745
undistorted_GX010191_47_507.jpg,0.132858725,0.874945,0.127995,0.875819,0.15191,0.875714,0.174922,0.87375,0.0766079,0.874497,36,Circle,small,153.36561020477134,145,8.365610204771343,5.769386348118168,786.8775217947343,699.314,12.521345460656352,5.769386348118168,0.4607640901088711,0.5139238309510039
undistorted_GX010191_47_507.jpg,0.133950225,0.86600425,0.131918,0.870261,0.150284,0.870653,0.167373,0.870998,0.0862259,0.852105,27,Circle,big,170.34332746913452,180,9.656672530865478,5.364818072703043,904.9633485855684,872.624,3.7059889007829674,5.364818072703043,1.4476077010294377,0.5001960306642745
undistorted_GX010191_47_507.jpg,0.133950225,0.86600425,0.131918,0.870261,0.150284,0.870653,0.167373,0.870998,0.0862259,0.852105,36,Circle,small,153.36561020477134,145,8.365610204771343,5.769386348118168,786.8775217947343,699.314,12.521345460656352,5.769386348118168,0.4607640901088711,0.5139238309510039
undistorted_GX010191_5_190.jpg,0.69208175,0.218542325,0.691073,0.208311,0.694226,0.283239,0.698689,0.366398,0.684339,0.0162213,4,Circle,big,172.04831079608886,180,7.951689203911144,4.417605113283969,917.3326427107684,1028.778,10.832789706742515,4.417605113283969,0.4077993972812354,0.1102170997876639
undistorted_GX010191_5_190.jpg,0.6900262500000001,0.196164775,0.688565,0.182681,0.691703,0.252225,0.698817,0.327562,0.68102,0.0221911,4,Circle,big,172.04831079608886,180,7.951689203911144,4.417605113283969,917.3326427107684,1028.778,10.832789706742515,4.417605113283969,0.4077993972812354,0.1102170997876639
undistorted_GX010191_88_1016.jpg,0.61272175,0.2037798,0.612575,0.192562,0.604738,0.263738,0.595551,0.344893,0.638023,0.0139262,31,Circle,big,190.36724797495236,180,10.367247974952363,5.759582208306869,1014.3375230900932,1038.129,2.291764983918839,5.759582208306869,2.513164416387138,0.4956212298726472
