image_name,pond_type,manual_size,mm_error_pct,pixel_error_pct
undistorted_GX010191_100_1250.jpg,Circle,big,8.520040398189398,17.283253609486334
undistorted_GX010191_100_1250.jpg,Circle,small,1.4063721163409448,0.9015525799529219
undistorted_GX010191_101_1265.jpg,Circle,big,11.491390181972779,18.86167952075734
undistorted_GX010191_105_1312.jpg,Circle,big,3.205735236658522,7.3640270791713816
undistorted_GX010191_105_1312.jpg,Circle,small,2.507616327891708,3.5878893242804253
undistorted_GX010191_106_1320.jpg,Circle,big,16.432985537435073,20.32376595916901
undistorted_GX010191_10_370.jpg,Circle,small,2.07685742582365,5.005104586780494
undistorted_GX010191_10_370.jpg,Circle,big,19.63315241679772,23.15266622144896
undistorted_GX010191_110_1355.jpg,Circle,big,9.78000532681828,8.281182110012281
undistorted_GX010191_114_1383.jpg,Circle,small,3.0873471716421754,5.479395533686935
undistorted_GX010191_117_1408.jpg,Circle,big,6.146437534114995,9.5686022431926
undistorted_GX010191_118_1415.jpg,Circle,big,4.967907241328504,14.387445929813698
undistorted_GX010191_14_460.jpg,Circle,big,9.73018952537681,11.491867182519206
undistorted_GX010191_15_479.jpg,Circle,big,11.423293163092122,9.61681918974249
undistorted_GX010191_16_495.jpg,Circle,big,12.777226359232245,9.334229320972447
undistorted_GX010191_17_509.jpg,Circle,big,2.842098890678402,5.5512958650882025
undistorted_GX010191_17_509.jpg,Circle,small,1.8451277434447462,3.516910866397447
undistorted_GX010191_28_230.jpg,Circle,small,5.299368801663682,2.9528370335405243
undistorted_GX010191_28_230.jpg,Circle,big,11.74997514367975,4.5076802775108264
undistorted_GX010191_32_305.jpg,Circle,small,6.365794001181999,0.4457974521748177
undistorted_GX010191_32_305.jpg,Circle,big,6.383235769731704,7.1532586465843275
undistorted_GX010191_34_1128.jpg,Circle,big,5.722121284056274,5.588170740494166
undistorted_GX010191_34_1128.jpg,Circle,small,6.8591477703583035,15.766332540427792
undistorted_GX010191_34_350.jpg,Circle,small,2.9316402171825717,5.857818581318037
undistorted_GX010191_34_350.jpg,Circle,big,2.575120706547188,2.5634866329182815
undistorted_GX010191_35_1167.jpg,Circle,big,11.361420337709328,9.163496501267879
undistorted_GX010191_35_1167.jpg,Circle,small,2.8773486052517683,1.4061056259720432
undistorted_GX010191_35_367.jpg,Circle,big,4.647850143550696,2.295335525586946
undistorted_GX010191_35_367.jpg,Circle,small,0.7788052750857661,6.140751901404226
undistorted_GX010191_36_1195.jpg,Circle,small,0.1057888021627942,3.8674191644645903
undistorted_GX010191_36_1195.jpg,Circle,big,3.945913898176406,6.749302371922136
undistorted_GX010191_37_1242.jpg,Circle,big,0.7331646846193804,2.7357032137239115
undistorted_GX010191_38_1266.jpg,Circle,small,2.2255394486427154,6.629045896673066
undistorted_GX010191_41_1322.jpg,Circle,big,6.100372350581627,6.418262520597386
undistorted_GX010191_42_1339.jpg,Circle,small,4.712082952833043,2.639952313744758
undistorted_GX010191_42_1339.jpg,Circle,big,7.431576817811244,6.592298240943889
undistorted_GX010191_42_457.jpg,Circle,big,8.958487482339656,15.914140023236776
undistorted_GX010191_46_1396.jpg,Circle,big,11.174415458194522,13.352824163648169
undistorted_GX010191_47_507.jpg,Circle,big,5.364818072703043,3.573553408114685
undistorted_GX010191_47_507.jpg,Circle,small,5.769386348118168,11.127973460852814
undistorted_GX010191_5_190.jpg,Circle,big,4.417605113283969,12.148848967142865
undistorted_GX010191_88_1016.jpg,Circle,big,5.759582208306869,2.3455187615881634
undistorted_GX010191_8_309.jpg,Circle,big,0.15551080098627307,4.672114307281599
undistorted_GX010191_90_1036.jpg,Circle,big,5.150288971166345,11.413193340714065
undistorted_GX010191_94_1132.jpg,Circle,big,12.933341823486996,16.704915336930572
undistorted_GX010191_94_1132.jpg,Circle,small,12.755839412320025,27.386521875226894
undistorted_GX010192_26_1578.jpg,Square,small,3.8078142799928556,5.473415626682431
undistorted_GX010192_26_1578.jpg,Square,big,3.9593235493739583,4.802370322843801
undistorted_GX010193_11_1065.jpg,Square,big,2.4066873450559156,0.2711799754597651
undistorted_GX010193_18_1289.jpg,Square,small,0.582391876497899,3.0372000519242803
undistorted_GX010193_19_1334.jpg,Square,small,7.405863594616155,8.63366044363488
undistorted_GX010193_27_1553.jpg,Square,small,6.1525201044774995,16.563854428098136
undistorted_GX010193_28_1584.jpg,Square,small,0.9899389090251447,6.133039736062156
undistorted_GX010193_7_360.jpg,Square,small,11.307361759692792,13.426470190860751
undistorted_GX010194_19_285.jpg,Square,small,8.217443945975349,7.098400461574389
undistorted_GX010194_26_373.jpg,Square,small,12.85836880088175,8.06878209939082
undistorted_GX010194_60_836.jpg,Square,small,8.273870799036837,15.205287159338246
undistorted_GX010194_65_928.jpg,Square,small,5.49262831160508,4.017733171851048
undistorted_GX010194_7_885.jpg,Square,small,6.718631600739752,5.340640378101903
