image_name,prawn_id,meas_1,meas_2,meas_3,avg,std,dev_pct,flag
undistorted_GX010068_26_666.jpg_gamma_obj4_cropped0.947021_0.615636,1.jpg,476.6655,474.7736,472.7811,475.7196,0.6,OK

undistorted_GX010069_19_191.jpg_gamma_obj4_cropped0.0367678_0.701098,1.jpg,600.5764,604.3046,602.0831,602.4405,0.1,OK

undistorted_GX010073_55_1014.jpg_gamma_obj4_cropped0.0451732_0.850874,1.jpg,547.0576,556.3596,544.621,551.7086,1.3,OK

undistorted_GX010080_157_2283.jpg_gamma_obj4_cropped0.8170660000000001_0.443111,1.jpg,579.8276,579.0371,583.9452,579.4323,0.8,OK

undistorted_GX010080_193_2640.jpg_gamma_obj4_cropped0.842643_0.81306,1.jpg,715.1867,706.6116,701.6552,710.8992,1.3,OK

undistorted_GX010080_193_2640.jpg_gamma_obj9_cropped0.70317_0.8826800000000001,1.jpg,460.1087,469.9809,462.4478,465.0448,0.6,OK

undistorted_GX010080_237_3366.jpg_gamma_obj4_cropped0.278897_0.164793,1.jpg,787.5532,772.8182,782.6238,780.1857,0.3,OK

undistorted_GX010080_238_3392.jpg_gamma_obj4_cropped0.267531_0.550144,1.jpg,504.0675,499.6489,503.3021,501.8582,0.3,OK

undistorted_GX010082_236_3137.jpg_gamma_obj4_cropped0.160209_0.848813,1.jpg,403.1935,407.4617,402.046,405.3276,0.8,OK

undistorted_GX010082_8_59.jpg_gamma_obj4_cropped0.367919_0.134287,1.jpg,764.7692,746.6217,760.5314,755.6955,0.6,OK

undistorted_GX010084_130_1748.jpg_gamma_obj4_cropped0.727473_0.919685,1.jpg,480.8347,477.3468,493.0365,479.0908,2.9,OK

undistorted_GX010084_30_344.jpg_gamma_obj4_cropped0.361298_0.7201640000000001,1.jpg,819.9146,828.2705,810.5307,824.0926,1.6,OK

undistorted_GX010085_263_3738.jpg_gamma_obj4_cropped0.103907_0.48202,1.jpg,643.7919,637.5014,641.2488,640.6466,0.1,OK

undistorted_GX010088_262_3712.jpg_gamma_obj4_cropped0.589329_0.508396,1.jpg,761.9816,768.5024,761.4145,765.242,0.5,OK

undistorted_GX010088_327_4364.jpg_gamma_obj4_cropped0.934352_0.7500569999999999,1.jpg,635.0591,639.7038,651.6962,637.3814,2.2,OK

undistorted_GX010091_5_149.jpg_gamma_obj4_cropped0.465435_0.828935,1.jpg,244.8612,244.2335,237.3563,244.5473,2.9,OK

undistorted_GX010094_24_430.jpg_gamma_obj4_cropped0.95082_0.0368547,1.jpg,491.7977,486.5758,491.1018,489.1868,0.4,OK

undistorted_GX010094_9_129.jpg_gamma_obj4_cropped0.0126351_0.138594,1.jpg,631.6486,650.4921,639.5123,641.0704,0.2,OK

undistorted_GX010097_105_1651.jpg_gamma_obj4_cropped0.361085_0.112188,1.jpg,491.9278,482.5899,478.3513,487.2589,1.8,OK

undistorted_GX010097_60_1080.jpg_gamma_obj4_cropped0.8483120000000001_0.705155,1.jpg,473.8576,480.5632,474.9747,477.2104,0.5,OK

undistorted_GX010157_177_2665.jpg_gamma_obj4_cropped0.943187_0.950591,1.jpg,517.5684,524.8638,519.2003,521.2161,0.4,OK

undistorted_GX010173_75_922.jpg_gamma_obj4_cropped0.9760539999999999_0.111248,1.jpg,652.9931,648.701,641.63,650.8471,1.4,OK

undistorted_GX010177_232_3047_obj4_cropped0.641589_0.505879,1.jpg,686.5625,679.694,681.6927,683.1283,0.2,OK

undistorted_GX010178_189_3987.jpg_gamma_obj4_cropped0.901344_0.3982319999999999,1.jpg,547.9498,553.9404,547.1901,550.9451,0.7,OK

undistorted_GX010180_99_1788_obj4_cropped0.126837_0.979996,1.jpg,836.0861,819.3815,816.0098,827.7338,1.4,OK

