image_name,BX,BY,Width,Height,Length,lobster_size,total_length,pixels_total_length,length_diff,is_big,is_small,real_length,real_length_abs_diff,real_length_rel_diff,pixel_abs_diff,pixel_rel_diff,BX_pred,BY_pred,Width_pred,Height_pred,rostrum_x_pred,rostrum_y_pred,tail_x_pred,tail_y_pred,rostrum_x_norm,rostrum_y_norm,tail_x_norm,tail_y_norm,rostrum_x_norm_ref,rostrum_y_norm_ref,tail_x_norm_ref,tail_y_norm_ref,pixels_total_length_pred,pixels_total_length_err,BX_err,BY_err,Width_err,Height_err
undistorted_GX010191_42_1339,2600,1208,345,881,944.847,big,166.6,886.4,58.447,True,False,180,13.400000000000006,7.444444444444448,58.447,6.185869246555263,298.49824,130.8573,71.16352,127.6038,317.1776,150.99876,357.6128,249.84467999999998,0.49559,0.419441,0.55877,0.694013,0.49559,0.41944100000000006,0.55877,0.6940130000000001,886.4120725347755,0.0120725347754842,2301.50176,1077.1426999999999,273.83648,753.3962
undistorted_GX010191_36_1195,4312,720,437,881,982.088,big,172.9,920.0,62.087999999999965,True,False,180,7.099999999999994,3.9444444444444415,62.087999999999965,6.322040387419454,511.07040000000006,83.95164000000001,75.97376,117.6948,569.43168,197.12268,529.44,93.7458,0.889737,0.547563,0.82725,0.260405,0.8897370000000001,0.5475630000000001,0.8272500000000002,0.26040500000000005,919.9947710930568,0.005228906943216316,3800.9296,636.04836,361.02624000000003,763.3052
undistorted_GX010191_43_1353,2724,1548,693,625,931.794,big,164.2,867.4,64.394,True,False,180,15.800000000000011,8.777777777777784,64.394,6.91075495227486,311.58464000000004,171.17748000000003,106.67519999999999,101.24063999999998,328.76351999999997,190.99512,407.24288,260.00136000000003,0.513693,0.530542,0.636317,0.722226,0.513693,0.5305420000000001,0.636317,0.7222260000000003,867.3746655395312,0.02533446046879817,2412.41536,1376.82252,586.3248,523.75936
undistorted_GX010191_10_370,3092,1716,245,653,696.161,small,149.0,762.6,66.43900000000008,False,True,145,4.0,2.7586206896551726,66.43900000000008,9.54362568428856,484.55232,151.92612,111.42656000000001,75.79008,583.05472,211.3524,507.00032,159.79572000000002,0.911023,0.58709,0.792188,0.443877,0.9110229999999999,0.58709,0.792188,0.4438770000000001,762.6233591331093,0.023359133109238428,2607.44768,1564.07388,133.57344,577.20992
undistorted_GX010191_105_1312,2528,536,393,913,992.677,big,174.2,924.6,68.077,True,False,180,5.800000000000011,3.2222222222222285,68.077,6.857920552203788,291.02943999999997,48.96378,76.63552,133.3386,360.50559999999996,72.61956,300.51904,166.48524,0.56329,0.201721,0.469561,0.462459,0.56329,0.20172100000000004,0.46956100000000006,0.46245900000000006,924.5899460049028,0.010053995097223378,2236.97056,487.03622,316.36448,779.6614
undistorted_GX010192_26_1578,2128,1296,361,1277,1325.811,small,139.5,1257.0,68.81099999999992,False,True,145,5.5,3.793103448275862,68.81099999999992,5.190106282117129,242.74656,140.82623999999998,88.71359999999999,179.79912,300.25856,165.93768,256.91008,311.04828,0.469154,0.460938,0.401422,0.864023,0.469154,0.460938,0.40142200000000006,0.864023,1257.0096380424786,0.00963804247862754,1885.25344,1155.1737600000001,272.2864,1097.20088
undistorted_GX010191_106_1320,3092,2220,733,29,732.535,small,155.0,801.8,69.26499999999999,False,True,145,10.0,6.896551724137931,69.26499999999999,9.455520896612448,300.270944,73.83708,47.664192,132.78528,328.30464,98.30807999999999,311.51616,193.43447999999998,0.512976,0.273078,0.486744,0.537318,0.5129760000000001,0.273078,0.48674400000000007,0.5373180000000001,801.751002646778,0.048997353221921,2791.729056,2146.16292,685.335808,103.78528
undistorted_GX010191_110_1355,2728,1592,729,577,928.31,big,162.4,857.3,71.00999999999999,True,False,180,17.599999999999994,9.777777777777777,71.00999999999999,7.649384365136645,316.12832000000003,178.86672000000002,107.79328,99.53712,331.98912,195.20783999999998,412.09344,260.41751999999997,0.518733,0.542244,0.643896,0.723382,0.5187330000000001,0.542244,0.643896,0.723382,857.3142460310868,0.014246031086827315,2411.87168,1413.13328,621.20672,477.46288
undistorted_GX010191_32_305,3908,1728,173,933,947.738,big,191.5,1020.8,73.0619999999999,True,False,180,11.5,6.388888888888888,73.0619999999999,7.709092597321189,452.982176,187.91334,52.146368,136.28052,486.19903999999997,326.5758,467.04384,205.09416000000002,0.759686,0.907155,0.729756,0.569706,0.759686,0.907155,0.7297560000000001,0.569706,1020.7552641966087,0.044735803391290574,3455.017824,1540.08666,120.853632,796.71948
undistorted_GX010191_14_460,3536,2224,793,5,792.01,big,162.5,865.9,73.88999999999999,True,False,180,17.5,9.722222222222223,73.88999999999999,9.32942765874168,363.772224,62.296020000000006,50.972032,143.50716,394.83968,84.16692,373.60704,186.30792000000002,0.616937,0.233797,0.583761,0.517522,0.6169370000000001,0.23379700000000003,0.583761,0.5175220000000001,865.893651614586,0.006348385413957658,3172.227776,2161.70398,742.027968,138.50716
undistorted_GX010194_7_885,1836,252,661,1141,1317.27,small,154.7,1391.6,74.32999999999993,False,True,145,9.699999999999989,6.689655172413786,74.32999999999993,5.6427307993046165,207.13568000000004,11.372580000000008,114.78592,166.96548,301.14944,18.492156,224.6144,167.66568,0.470546,0.0513671,0.35096,0.465738,0.4705460000000001,0.05136710000000001,0.35096,0.46573800000000004,1391.5898071375384,0.010192862461508412,1628.86432,240.62742,546.21408,974.0345199999999
undistorted_GX010191_16_495,3032,1736,261,877,913.77,big,157.0,835.8,77.97000000000003,True,False,180,23.0,12.777777777777777,77.97000000000003,8.532781772218396,351.044352,197.24310000000003,61.299456,126.18396000000001,367.3216,216.48348,400.02496,311.7186,0.57394,0.601343,0.625039,0.865885,0.57394,0.601343,0.6250390000000001,0.865885,835.7583948549598,0.04160514504019375,2680.955648,1538.7568999999999,199.700544,750.8160399999999
undistorted_GX010192_26_1578,3392,204,729,1557,1717.882,big,172.9,1639.2,78.68200000000002,True,False,180,7.099999999999994,3.9444444444444415,78.68200000000002,4.580174889777063,385.00991999999997,14.325300000000002,138.31168,217.39932,497.98144,198.97451999999998,411.71328000000005,21.323376,0.778096,0.552707,0.643302,0.0592316,0.778096,0.5527070000000001,0.6433020000000002,0.05923160000000001,1639.1633077649515,0.03669223504857655,3006.99008,189.6747,590.68832,1339.60068
undistorted_GX010193_28_1584,2612,108,553,1257,1371.948,small,143.6,1292.7,79.24800000000005,False,True,145,1.4000000000000057,0.9655172413793144,79.24800000000005,5.776312221746017,299.07872,3.7641599999999977,96.02368,174.4452,320.8256,158.0778,378.08383999999995,13.241952000000001,0.50129,0.439105,0.590756,0.0367832,0.5012900000000001,0.439105,0.590756,0.03678320000000001,1292.668148779909,0.03185122009108454,2312.92128,104.23584,456.97632,1082.5548
undistorted_GX010191_15_479,3064,1248,5,933,932.009,big,159.4,850.2,81.80899999999997,True,False,180,20.59999999999999,11.44444444444444,81.80899999999997,8.77770493632572,352.015168,138.17934,36.902784,136.66356,369.00480000000005,161.35739999999998,371.34784,263.76948,0.57657,0.448215,0.580231,0.732693,0.5765700000000001,0.448215,0.5802310000000002,0.732693,850.242697141876,0.04269714187591944,2711.984832,1109.82066,31.902783999999997,796.33644
undistorted_GX010194_19_285,1584,1032,717,1061,1279.162,small,133.1,1194.4,84.76199999999994,False,False,145,11.900000000000006,8.206896551724142,84.76199999999994,6.626369451250111,168.5376,113.60717999999999,126.85184,144.7794,194.81472,131.23728,277.4784,249.0264,0.304398,0.364548,0.43356,0.69174,0.304398,0.36454800000000004,0.43356000000000006,0.69174,1194.3801163108387,0.019883689161360962,1415.4624,918.39282,590.14816,916.2206
undistorted_GX010191_117_1408,3760,560,677,709,978.897,big,168.9,893.4,85.49700000000007,False,False,180,11.099999999999994,6.166666666666663,85.49700000000007,8.734013895231067,441.00352,65.36088,98.30528,106.39656,454.76864,157.0158,530.57984,80.60256000000001,0.710576,0.436155,0.829031,0.223896,0.710576,0.4361550000000001,0.829031,0.22389600000000004,893.4101375385737,0.01013753857375832,3318.99648,494.63912,578.69472,602.60344
undistorted_GX010191_47_507,3184,2032,457,745,872.624,small,153.4,786.9,85.72400000000005,False,True,145,8.400000000000006,5.793103448275866,85.72400000000005,9.82370413832304,522.528,275.11307999999997,81.6576,84.58632,530.94464,352.43208,599.3983999999999,286.8426,0.829601,0.978978,0.93656,0.796785,0.8296010000000001,0.978978,0.9365599999999998,0.796785,786.8775217947338,0.022478205266224904,2661.4719999999998,1756.88692,375.3424,660.41368
undistorted_GX010194_26_373,1072,1548,1053,613,1217.065,small,126.4,1126.2,90.865,False,False,145,18.59999999999999,12.82758620689655,90.865,7.4659118452999635,120.79776000000001,166.88268,149.82336,114.03864,250.82432,190.12320000000003,133.82592,258.84072000000003,0.391913,0.52812,0.209103,0.719002,0.391913,0.5281200000000001,0.209103,0.7190020000000003,1126.19479590384,0.00520409616001416,951.20224,1381.11732,903.17664,498.96136
undistorted_GX010193_19_1334,1032,752,1045,781,1303.202,small,134.3,1199.6,103.60200000000007,False,True,145,10.699999999999989,7.379310344827579,103.60200000000007,7.949803637502098,111.13696000000002,79.29972000000001,153.872,126.00504,240.83904,181.91988,129.41952,89.85636,0.376311,0.505333,0.202218,0.249601,0.37631100000000006,0.505333,0.20221800000000004,0.24960100000000002,1199.6300176925115,0.03001769251159203,920.86304,672.70028,891.1279999999999,654.99496
undistorted_GX010193_20_1365,124,1364,1177,169,1187.939,small,120.6,1070.7,117.23900000000005,False,False,145,24.40000000000001,16.827586206896555,117.23900000000005,9.869109440804625,8.935680000000001,146.60747999999998,157.08159999999998,66.40632,149.8112,185.2524,22.901823999999998,162.12132,0.23408,0.51459,0.0357841,0.450337,0.23408000000000007,0.51459,0.0357841,0.45033700000000004,1070.7011767552021,0.0011767552020955918,115.06432,1217.39252,1019.9184,102.59368
