meas_image_name,meas_prawn_id,meas_meas_1,meas_meas_2,meas_meas_3,meas_avg,meas_std,meas_dev_pct,meas_flag,meas_base_image_name,meas_camera_frame,meas_scale_factor,meas_scaled_meas_1,meas_scaled_meas_2,meas_scaled_meas_3,meas_scaled_avg,meas_measurement_type,meas_center_x,meas_center_y,length_Unnamed: 0,length_Label,length_PrawnID,length_Avg_Length,length_Std_Length,length_Uncertainty,length_Length_1,length_Length_2,length_Length_3,length_BoundingBox_1,length_BoundingBox_2,length_BoundingBox_3,length_Angle_1,length_Angle_2,length_Angle_3,length_Scale_1,length_Scale_2,length_Scale_3,length_Global_Uncertainty,length_combined_scale,length_Length_bounding_box_1_1,length_Length_bounding_box_1_2,length_Length_bounding_box_2_1,length_Length_bounding_box_2_2,length_Length_bounding_box_3_1,length_Length_bounding_box_3_2,length_Length_ground_truth_annotation(mm),length_Length_ground_truth_annotation_pixels,length_pred_Distance_pixels,length_combined_scale_ground,length_id,length_Length_fov(mm),length_Height(mm),length_focal_RealLength(cm),length_Length_1_pixels,length_Length_2_pixels,length_Length_3_pixels,length_Pond_Type,length_Euclidean_Distance,length_MPError_fov_min,length_MPError_fov_max,length_MPError_fov_median,length_AbsError_fov_min,length_AbsError_fov_max,length_AbsError_fov_median,length_AbsError_focal_min,length_AbsError_focal_max,length_AbsError_focal_median,length_MPError_focal_min,length_MPError_focal_max,length_MPError_focal_median,length_Error_distance_mm_ground_min,length_Error_distance_mm_ground_max,length_Error_distance_mm_ground_median,length_Error_percentage_distance_mm_ground_min,length_Error_percentage_distance_mm_ground_max,length_Error_percentage_distance_mm_ground_median,length_pose_eval_iou,length_camera_frame,match_type,center_in_any_bbox,distance_to_nearest_bbox,nearest_bbox_column
undistorted_GX010088_262_3712.jpg_gamma_obj0_cropped0.483077_0.7415270000000002,1.jpg,193.8298,192.9171,192.0052,193.3735,0.7,OK,,undistorted_GX010088_262_3712.jpg_gamma,undistorted_GX010088_262_3712,0.1953468383114219,37.864038600535245,37.68574554120841,37.50760875935222,37.774901838213744,carapace,0.483077,0.7415270000000002,366,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_4,41.113,1.731099265399494,0.9994506268723612,42.36,38.665,42.314,"(3048.0188481, 2212.0141197, 221.0034204, 52.99876769999999)","(3055.9985856, 2196.00144, 188.9983872, 53.00066880000001)","(3044.0020512, 2219.9995536, 209.0010192, 49.0001424)",-166.701,-164.539,-167.005,53.367,50.448,50.448,0.2942581907953586,0.1909282286732714,227.2694022657199,227.2694022657199,196.2892285823354,196.2892285823354,214.668209061936,214.668209061936,40.20611092819701,209.8809186181528,175.1907326629872,0.1915662995612577,67ee452ac8c5352390d5a2db,33.44885626731679,650.0,33.02179474809594,226.062612,195.057192,213.4656672,right,175.1907326629872,13.49060838661117,21.03669436421909,20.95085251378554,5.216143732683207,8.911143732683207,8.865143732683215,5.643205251904057,9.338205251904055,9.292205251904065,14.59512544136572,22.04486603376784,21.96012017749223,1.541110928197007,2.153889071802993,2.107889071803001,3.985803512729877,5.084723965540588,4.981540558214776,0.7318016860634301,undistorted_GX010088_262_3712,spatial_match,False,477.9165241324169,length_BoundingBox_3
undistorted_GX010091_5_149.jpg_gamma_obj0_cropped0.0260803_0.107141,1.jpg,137.6735,141.6757,136.0147,139.6746,2.6,OK,,undistorted_GX010091_5_149.jpg_gamma,undistorted_GX010091_5_149,0.1922892029612537,26.473127583886164,27.242707431977696,26.15415825401404,26.85791750793193,carapace,0.0260803,0.107141,410,carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,19.88966666666667,2.329138658150022,1.344728831262879,20.39,22.459,16.82,"(536.0023309999999, 331.9981625, 104.9988355, 24.999972)","(528.0037428999999, 324.0034487999999, 121.0000364, 41.00168799999999)","(544.0020072, 340.0012545, 88.9984941, 25.000491)",12.995,18.435,15.255,52.345,56.321,54.231,0.2942581907953586,0.2059359364649037,107.9340264066752,107.9340264066752,127.7581591431666,127.7581591431666,92.44326098915388,92.44326098915388,23.47180582318568,114.2365965879585,85.25774781808828,0.2054666063612386,67ee452ac8c5352390d5a40c,17.55763413780661,700.0,17.30645367469125,106.731455,126.4913339,91.216542,left,85.25774781808828,4.385458607649278,21.82361575401127,13.89095567529865,0.7376341378066087,4.901365862193391,2.832365862193395,0.4864536746912513,5.152546325308748,3.083546325308753,2.892114593883778,22.94201133313481,15.1228363183362,6.651805823185683,1.012805823185683,3.081805823185679,39.5470025159672,4.509576664970316,15.11430026084197,0.9706622898198398,undistorted_GX010091_5_149,spatial_match,False,389.4843780194145,length_BoundingBox_2
undistorted_GX010097_105_1651.jpg_gamma_obj3_cropped0.839268_0.685718,1.jpg,211.2865,209.6902,210.535,210.4884,0.0,OK,,undistorted_GX010097_105_1651.jpg_gamma,undistorted_GX010097_105_1651,0.1779517750689563,37.59880772310703,37.31474330456446,37.46507696414271,37.4567844114245,carapace,0.839268,0.685718,557,carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,30.09033333333333,0.880630582152484,0.5084323036623535,29.431,31.335,29.505,"(4555.9926232, 1887.9981592, 16.9977824, 173.000565)","(4547.994585300001, 1895.9985117, 13.0025466, 187.0023159)","(4560.0217828, 1896.006482, 5.000010799999999, 176.999189)",95.315,93.691,91.302,58.694,59.481,59.666,0.2942581907953586,0.1847274121880338,173.8335988721309,173.8335988721309,187.4538139650635,187.4538139650635,177.069797014222,177.069797014222,26.13817974619247,141.4213562373091,173.9695181824898,0.1848248414640561,67ee452ac8c5352390d5a32d,32.13693889345043,650.0,32.79160737856216,172.7423114,186.3837135,176.044533,right,173.9695181824898,9.194179244505566,2.559243317218552,8.92031483968965,2.705938893450433,0.8019388934504335,2.631938893450432,3.360607378562161,1.456607378562161,3.286607378562159,11.41859732446115,4.648499692236033,11.13915396902952,3.29282025380753,5.19682025380753,3.366820253807532,11.18827173323207,16.58471438904589,11.41101594240817,0.9804518017813302,undistorted_GX010097_105_1651,spatial_match,False,89.80296930000077,length_BoundingBox_2
undistorted_GX010097_60_1080.jpg_gamma_obj3_cropped0.284325_0.637667,1.jpg,218.2292,218.1467,219.5131,218.188,0.6,OK,,undistorted_GX010097_60_1080.jpg_gamma,undistorted_GX010097_60_1080,0.1960054097493091,42.77410376526392,42.75793331895961,43.02575511084107,42.766028342382256,carapace,0.284325,0.637667,541,carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,27.723,5.287761782329708,3.052890688438672,21.57,34.48,27.119,"(1899.9881845, 2135.988584, 112.997849, 69.00024549999999)","(1895.9883012, 2099.9898983, 156.9975337, 108.9974816)","(1876.0109976, 2116.016136, 112.9997736, 84.998916)",31.264,34.695,36.87,60.745,55.027,51.624,0.2942581907953586,0.1904050936907437,132.3991984782652,132.3991984782652,191.1247670581314,191.1247670581314,141.3993088909077,141.3993088909077,30.49764662593217,161.0124218810461,118.1995749010101,0.1894117625810476,67ee4527c8c5352390d59e8d,22.50580113323289,650.0,22.27950098936924,131.026965,189.733096,139.9991256,right,118.1995749010101,4.338438262553961,34.72795495002062,17.01094755251709,0.9358011332328892,11.97419886676711,4.61319886676711,0.7095009893692428,12.20049901063075,4.839499010630757,3.28929526828578,35.38427787305903,17.84541838058467,8.92764662593217,3.982353374067827,3.37864662593217,41.38918231771984,11.54974876469788,12.45859591405351,0.9938514045227056,undistorted_GX010097_60_1080,spatial_match,False,422.0189781373488,length_BoundingBox_3
undistorted_GX010102_50_1396.jpg_gamma_obj0_cropped0.742883_0.283068,1.jpg,197.5171,202.2004,198.3053,199.8587,0.8,OK,,undistorted_GX010102_50_1396.jpg_gamma,undistorted_GX010102_50_1396,0.1996406468356957,39.4324416051108,40.36741864643641,39.589798362946695,39.89992014374126,carapace,0.742883,0.283068,601,carapace:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,32.966,5.186756790133887,2.994575429004919,26.978,39.629,32.291,"(4051.9826564, 667.9969248000001, 88.99831460000001, 128.9977512)","(4026.0304998, 672.0030338, 90.9986574, 169.002316)","(4011.9958945, 671.997777, 105.001435, 153.002091)",55.491,61.821,55.62,57.578,48.094,57.035,0.2942581907953586,0.2188768293902514,156.7198769023817,156.7198769023817,191.9441024412224,191.9441024412224,185.566541171709,185.566541171709,34.39263785942735,157.0031846810757,145.4110842161396,0.2190569441587438,67ee452ac8c5352390d5a39f,31.82711707142748,760.0,32.0469935570041,155.3339284,190.5917126,184.1717185,left,145.4110842161396,17.97433861452843,19.68730709473496,1.436570340257377,4.849117071427479,7.801882928572518,0.4638829285725095,5.068993557004099,7.582006442995898,0.2440064429958895,18.78936006006412,19.132469764556,0.7556484562134637,7.414637859427344,5.236362140572652,2.101637859427356,27.48401608505947,13.21346019473783,6.508432254892561,0.9998341377185946,undistorted_GX010102_50_1396,frame_match,False,69.01281361949884,length_BoundingBox_3
undistorted_GX010157_177_2665.jpg_gamma_obj0_cropped0.310833_0.527406,1.jpg,235.2616,232.8626,236.4783,234.0621,1.0,OK,,undistorted_GX010157_177_2665.jpg_gamma,undistorted_GX010157_177_2665,0.1403883140767362,33.0279793909955,32.691187825525404,33.19878985273266,32.85958360826045,carapace,0.310833,0.527406,779,carapace:undistorted_GX010157_177_2665.jpg_gamma,Prawn_0,37.30433333333333,1.743332122370517,1.00651327013754,38.944,38.079,34.89,"(1511.9944774, 1601.9993907, 60.9999369, 271.0019318)","(1517.9989245, 1583.9991951, 67.0002747, 271.0011111)","(1503.9939848, 1575.9889758, 68.9994922, 269.000547)",-102.529,-103.736,-104.237,71.021,72.993,79.246,0.2942581907953586,0.1182544707826647,277.7823596651447,277.7823596651447,279.1605971968646,279.1605971968646,277.7088839237181,277.7088839237181,25.71068307794398,217.8302091079196,234.9343897062398,0.1180308423851631,67ee452cc8c5352390d5a553,27.7820419233597,415.0,28.27293393068389,276.5841824,277.9500447,276.489294,car,234.9343897062398,20.37247944006966,28.6615603857855,27.04104119499015,7.107958076640305,11.16195807664031,10.2969580766403,6.617066069316106,10.67106606931611,9.8060660693161,18.96550894043023,27.40105297174432,25.75190017940623,9.17931692205602,13.23331692205602,12.36831692205601,26.309306168117,33.98037418358675,32.48067680888683,0.9735522002435636,undistorted_GX010157_177_2665,frame_match,False,66.64102635407157,length_BoundingBox_2
undistorted_GX010177_232_3047_obj3_cropped0.45725_0.40173,1.jpg,377.8783,368.4264,383.5649,373.1523,2.8,OK,,,undistorted_GX010177_232_3047,0.1191511670856815,45.024640461353314,43.89843554517616,45.70220548810276,44.46153204570639,carapace,0.45725,0.40173,973,carapace:undistorted_GX010177_232_3047,Prawn_0,38.13666666666666,2.792124201312603,1.6120336592387,39.172,34.319,40.919,"(1986.0060411, 1127.9987154, 384.996321, 49.001328)","(2019.9958636, 1147.997668, 324.9987944, 33.0045772)","(1998.0022491, 1133.9973755, 366.9963902000001, 49.00261520000001)",172.875,174.359,172.528,98.793,94.868,90.211,0.2942581907953586,0.1136033791643426,388.1021738270719,388.1021738270719,326.6703513905177,326.6703513905177,370.2534357926606,370.2534357926606,38.73209779712751,340.8120385564451,266.2805366300278,0.1136465072101986,67ee452cc8c5352390d5a5a4,30.25036876686566,385.0,29.72872893406393,386.9919396,325.5774892,369.1343909,car,266.2805366300278,11.85533154559965,26.07256099399873,22.77553158668012,4.068631233134344,10.66863123313434,8.921631233134338,4.590271065936076,11.19027106593607,9.44327106593607,13.37530541663823,27.34737179778604,24.10719663518858,4.413097797127506,2.186902202872488,0.4399022028724886,12.8590512460372,5.344466391828952,1.123001641153091,0.9836871799843054,undistorted_GX010177_232_3047,frame_match,False,62.447141739542715,length_BoundingBox_1
undistorted_GX010178_107_2118_obj1_cropped0.655757_0.413577,1.jpg,333.3377,325.4443,328.6092,329.391,0.2,OK,,,undistorted_GX010178_107_2118,0.1315737536676184,43.85849242793048,42.8199281607305,43.236345933713146,43.33921029433049,carapace,0.655757,0.413577,983,carapace:undistorted_GX010178_107_2118,Prawn_1,35.447,1.560115594007915,0.9007331581674024,37.652,34.411,34.278,"(3567.999929399999, 1243.9976954, 17.0017812, 321.0000962)","(3551.9837008, 1259.9952712, 13.000804, 282.9992048)","(3543.9850195, 1247.9976175, 4.996969, 316.9940685)",-87.138,-87.563,-89.275,85.094,82.024,92.195,0.2942581907953586,0.129322665988413,321.4500308358702,321.4500308358702,283.2976717554853,283.2976717554853,317.0334511741144,317.0334511741144,49.81143382760693,385.2920969861695,244.5412725137495,0.1292822619961368,67ee452bc8c5352390d5a4d0,31.6247293056771,455.0,32.26560052548545,320.3959288,282.2527864,316.026021,car,244.5412725137495,7.740447792528441,16.00783675322134,8.097034943253362,2.653270694322899,6.027270694322901,2.786270694322916,2.012399474514545,5.386399474514548,2.145399474514562,5.870819401699473,14.30574597502005,6.234632746838399,15.53343382760693,12.15943382760693,15.40043382760692,45.31604477392769,32.29425748328623,44.7543919897908,0.9778525347593634,undistorted_GX010178_107_2118,spatial_match,False,61.82545238501079,length_BoundingBox_3
undistorted_GX010178_114_2258_obj0_cropped0.86194_0.0996985,1.jpg,329.5087,334.9746,334.4264,332.2417,0.7,OK,,,undistorted_GX010178_114_2258,0.1347127923267593,44.38903707296045,45.12536372453929,45.05151417178576,44.75720713438948,carapace,0.86194,0.0996985,992,carapace:undistorted_GX010178_114_2258,Prawn_0,50.45366666666666,4.332128986486385,2.501155836512095,45.412,49.96,55.989,"(4732.0119126, 300.003543, 321.0027156, 60.9972552)","(4668.025032, 300.004452, 373.0023, 55.00043999999999)","(4664.003896200001, 287.9973393, 360.9975039, 65.0000571)",-10.62,-8.259,-10.081,71.694,75.24,65.307,0.2942581907953586,0.1340850424986964,326.7467039841537,326.7467039841537,377.0354946228322,377.0354946228322,366.8026788956616,366.8026788956616,48.48437594259627,361.2705504535344,319.8510398239199,0.1342051708386682,67ee452bc8c5352390d5a45a,42.88724026804254,455.0,42.20222530345866,325.5767928,375.89904,365.6473623,car,319.8510398239199,5.55967526635572,23.40059606700862,14.15684493986679,2.52475973195746,13.10175973195746,7.072759731957447,3.209774696541338,13.78677469654134,7.757774696541325,7.068120092797803,24.6240774018849,15.52797177049906,3.072375942596274,7.504624057403724,1.475624057403714,6.765559637532534,13.40374726714841,2.953611003610316,0.9976802245831012,undistorted_GX010178_114_2258,frame_match,False,85.37861620000058,length_BoundingBox_3
undistorted_GX010179_200_3927.jpg_gamma_obj0_cropped0.749132_0.321943,1.jpg,368.3178,368.958,374.3274,368.6379,1.5,OK,,undistorted_GX010179_200_3927.jpg_gamma,undistorted_GX010179_200_3927,0.1342209814238161,49.43597659186084,49.52190486416837,50.2425910018254,49.4789407280146,carapace,0.749132,0.321943,1029,carapace:undistorted_GX010179_200_3927.jpg_gamma,Prawn_0,40.16566666666667,3.784095165587436,2.184748362491068,45.053,35.834,39.61,"(4051.980646399999, 939.9929895999999, 324.9987950999999, 176.9975307)","(4109.9848143, 971.9959676999999, 264.9970446, 126.9964581)","(4091.989356, 959.9994767999999, 260.9979372, 129.0027648)",-28.511,-25.514,-26.211,81.841,81.633,73.164,0.2942581907953586,0.1343243870253094,370.0707266055356,370.0707266055356,293.8563152574389,293.8563152574389,291.1385178032944,291.1385178032944,40.00827684278973,300.2679868155278,0.0,0.1332418992350628,67ee452cc8c5352390d5a60c,0.0,455.0,0.0,368.7182572999999,292.5236922,289.802604,car,0.0,100.0,100.0,100.0,35.834,45.053,39.61,35.834,45.053,39.61,100.0,100.0,100.0,4.174276842789723,5.044723157210271,0.398276842789727,11.64892795331172,11.19730796442028,1.005495689951343,,undistorted_GX010179_200_3927,spatial_match,False,72.59146239999882,length_BoundingBox_1
undistorted_GX010183_128_2852.jpg_gamma_obj0_cropped0.722962_0.441199,1.jpg,263.5773,257.2567,261.9466,260.417,0.6,OK,,undistorted_GX010183_128_2852.jpg_gamma,undistorted_GX010183_128_2852,0.14541435821373,38.32792391920778,37.40881792668208,38.090796725268646,37.86837092294492,carapace,0.722962,0.441199,1096,carapace:undistorted_GX010183_128_2852.jpg_gamma,Prawn_0,32.74633333333333,1.552567193035101,0.8963750868337973,34.761,30.983,32.495,"(3943.98895, 1279.9998518, 236.9997988, 124.9958812)","(3960.014408, 1314.003236, 234.999772, 91.002632)","(3972.023224999999, 1316.00485, 217.002875, 93.00019999999999)",-27.719,-21.038,-23.07,76.694,80.92,72.25,0.2942581907953586,0.13366160162197,267.9419245810652,267.9419245810652,252.0047060492709,252.0047060492709,236.0916876095083,236.0916876095083,28.56091726416568,213.6000936329384,238.7982642602234,0.1337121008628689,67ee452bc8c5352390d5a531,31.91815846556789,455.0,31.50784864083204,266.5960134000001,250.714436,234.776375,car,238.7982642602234,3.0182954057641,8.17825014939763,1.775170132119113,0.9351584655678912,2.842841534432111,0.5768415344321056,0.5248486408320368,3.253151359167965,0.9871513591679602,1.693989093477187,9.358624202893948,3.03785615992602,2.422082735834316,6.200082735834318,3.934082735834313,7.81745710820229,17.83631867850268,12.10673253064875,0.9994235283699432,undistorted_GX010183_128_2852,spatial_match,False,103.61480600000004,length_BoundingBox_1
undistorted_GX010183_80_1633.jpg_gamma_obj0_cropped0.500793_0.50607,1.jpg,258.7856,259.2373,258.0174,259.0115,0.4,OK,,undistorted_GX010183_80_1633.jpg_gamma,undistorted_GX010183_80_1633,0.1267860991720867,32.81041674590798,32.86768602690401,32.71301966452398,32.83905772571096,carapace,0.500793,0.50607,1087,carapace:undistorted_GX010183_80_1633.jpg_gamma,Prawn_1,35.72666666666667,2.216435777448912,1.279659792751647,34.318,34.006,38.856,"(2732.0065866, 1332.0003336, 249.000479, 93.00231480000001)","(2694.017545, 1338.0031834, 253.0030363, 109.002296)","(2624.0081894, 1368.0008584, 293.0000917, 92.9970173)",20.353,23.199,17.488,77.078,80.623,78.791,0.2942581907953586,0.1336351106340253,265.8019358477054,265.8019358477054,275.4850938077971,275.4850938077971,307.404455014733,307.404455014733,36.1747841985167,270.4163456597993,248.6470632449293,0.1337743992888168,67ee452cc8c5352390d5a5c9,33.22797780556161,455.0,32.80733240661828,264.5162804,274.1665738,306.1503096,car,248.6470632449293,2.287896825379029,14.48430665647106,3.176240440697002,0.7780221944383925,5.628022194438394,1.090022194438397,1.198667593381721,6.048667593381722,1.510667593381726,3.524870885672296,15.5668818030207,4.401968626906362,2.168784198516704,2.681215801483297,1.856784198516699,6.377651586533858,6.900390677072517,5.410525667336963,0.9987569585543026,undistorted_GX010183_80_1633,spatial_match,False,51.1392843000001,length_BoundingBox_3
