Unnamed: 0,Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty,combined_scale,Length_bounding_box_1_1,Length_bounding_box_1_2,Length_bounding_box_2_1,Length_bounding_box_2_2,Length_bounding_box_3_1,Length_bounding_box_3_2,Length_ground_truth_annotation(mm),Length_ground_truth_annotation_pixels,pred_Distance_pixels,combined_scale_ground,id,Length_fov(mm),Height(mm),focal_RealLength(cm),Length_1_pixels,Length_2_pixels,Length_3_pixels,Pond_Type,Euclidean_Distance,MPError_fov_min,MPError_fov_max,MPError_fov_median,AbsError_fov_min,AbsError_fov_max,AbsError_fov_median,AbsError_focal_min,AbsError_focal_max,AbsError_focal_median,MPError_focal_min,MPError_focal_max,MPError_focal_median,Error_distance_mm_ground_min,Error_distance_mm_ground_max,Error_distance_mm_ground_median,Error_percentage_distance_mm_ground_min,Error_percentage_distance_mm_ground_max,Error_percentage_distance_mm_ground_median,pose_eval_iou,std_length,mean_length,choice,mean_scale,pred_scale,annotation_length_1,annotation_length_2,annotation_length_3,MPE_length1,MPE_length2,MPE_length3,mean_annotation_length,mean_pixels,diff_pixels,diff_mm,diff_scale
620,carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_1,41.07966666666667,1.889939916740447,1.091157319682316,40.593,43.599,39.047,"(3940.0163628, 2452.0128024, 60.9988407, 288.9998538)","(3960.0263064, 2454.019068, 43.0028934, 294.9986226)","(3971.9911275, 2453.9903937, 42.9961527, 295.0024374)",-78.232,-81.87,-81.87,72.471,68.118,76.059,0.2942581907953586,0.1181026601132913,295.3671851495446,295.3671851495446,298.116480887369,298.116480887369,298.1192835409052,298.1192835409052,27.37205170859694,231.624696438009,200.5815223660557,0.1181741503800424,67ed4ab1bd2d198747900967,23.68921136100481,415.0,24.13877396435021,294.1815303,296.9876682,296.9875773,square,200.5815223660557,39.33154567315079,45.6657002201775,41.64212706376764,15.35778863899519,19.90978863899519,16.9037886389952,14.90822603564979,19.46022603564979,16.4542260356498,38.18020855801928,44.63456968198763,40.53463906498607,11.67494829140306,16.22694829140305,13.22094829140307,29.89973183958577,37.21862494874436,32.56952748356383,0.9942549341791515,2.3146942202661087,41.07966666666667,carapace_car_mean,72.216,84.67209790539341,31.96101839880904,34.00344937285431,30.4532923701349,41.64212706376763,45.6657002201775,39.33154567315079,32.13925338059942,296.0522586,95.47073623394431,17.39045530566186,12.45609790539342
621,carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_2,42.725,2.398529688510582,1.384791761320894,44.434,39.333,44.408,"(571.9991088, 1504.0051572, 37.0036926, 321.0030474)","(2682.0168258, 312.0008754, 223.0047084, 151.0039824)","(509.9984127, 1535.9962932, 73.0014282, 331.0011621)",-96.419,-145.954,-102.308,72.471,68.118,76.059,0.2942581907953586,0.1212981662389863,323.1288128689887,323.1288128689887,269.3200747609217,269.3200747609217,338.9557166220837,338.9557166220837,24.8526562444207,205.2437575177383,206.0687606156351,0.121088487878969,67ed4ab1bd2d198747900963,24.99576278181717,415.0,24.79912992452388,322.0176414,267.9285294,337.7628072,square,206.0687606156351,36.45091200310892,43.74631412473067,43.71337871145478,14.33723721818283,19.43823721818283,19.41223721818285,14.53387007547612,19.63487007547612,19.60887007547613,36.9508302836705,44.18884204770247,44.15616572571637,14.4803437555793,19.5813437555793,19.55534375557932,36.81474526626319,44.06837951924044,44.0356326688419,0.9975976474186568,2.9375869348838006,42.725,carapace_car_mean,72.216,82.44147714729357,28.320812120398266,30.130620029616004,26.984808834948957,43.746314124730674,36.45091200310892,43.71337871145476,28.478746994987745,309.236326,103.1675653843649,17.72923721818283,10.225477147293574
728,carapace:undistorted_GX010157_68_883,Prawn_0,32.98833333333334,3.186993393292319,1.840011493522879,32.654,37.048,29.263,"(4299.9857904, 1127.9958554, 144.9968544, 192.9983982)","(4303.981650999999, 1079.9973132, 133.0013456, 224.9976858)","(4295.9801494, 1103.9987584, 108.997534, 187.0009614)",-126.87,-120.51,-120.141,73.498,70.178,73.498,0.2942581907953586,0.1185464762382439,241.3969127674598,241.3969127674598,261.368162840783,261.368162840783,216.4481969955063,216.4481969955063,30.1234591635166,253.0316185775999,158.3604732159071,0.119050177732149,67ed4ab2bd2d198747900a77,18.7730760751666,415.0,19.05772587003368,240.0003692,259.9954544,215.0771974,square,158.3604732159071,35.84705575242936,49.32769359974467,42.50910738296503,10.48992392483341,18.27492392483341,13.8809239248334,10.20527412996632,17.99027412996632,13.59627412996632,34.8743263847395,48.55936657840186,41.63739244798897,0.8604591635165981,6.924540836483402,2.530540836483397,2.940433870473287,18.69072780307548,7.749558511923185,0.9912316852841325,3.903253813593645,32.98833333333334,carapace_car_mean,72.39133333333332,84.3551012001648,34.42700734409098,36.055689614637046,34.42700734409098,42.509107382965034,49.32769359974466,35.847055752429355,34.969901434273005,238.35767366666664,79.99720045075955,14.215257258166737,11.963767866831475
747,carapace:undistorted_GX010157_160_2259,Prawn_0,31.28533333333333,1.454736020344891,0.8398922329459676,32.07,32.54,29.246,"(2100.015309, 552.0003404999999, 193.002656, 141.002785)","(2124.0146268, 545.9996322, 174.9981024, 163.001322)","(2136.010968, 563.998137, 168.998445, 151.001208)",-36.098,-42.955,-41.76,74.095,73.062,77.01,0.2942581907953586,0.1206890252895273,239.0226152497094,239.0226152497094,239.1521833840296,239.1521833840296,226.6315053779535,226.6315053779535,26.70319027398117,221.0203610530034,173.3057323953259,0.1208177841478479,67ed4ab2bd2d198747900a99,20.91609991987955,415.0,20.85629748777344,237.622665,237.743748,225.223446,square,173.3057323953259,28.48218587198404,35.72188100836033,34.77985681359668,8.329900080120453,11.62390008012045,11.15390008012045,8.389702512226563,11.68370251222656,11.21370251222656,28.6866665944969,35.90566229940554,34.96633150055056,2.542809726018824,5.836809726018824,5.366809726018825,8.694555583733926,17.93733781812792,16.73467329597389,0.996884790055978,1.781680480146015,31.28533333333333,carapace_car_mean,74.72233333333332,82.85757529328342,29.829321958702124,30.251069099258633,28.700215693157173,34.779856813596666,35.72188100836032,28.48218587198403,29.593535583705975,233.529953,60.224220604674116,10.369233413453781,8.135241959950093
748,carapace:undistorted_GX010157_160_2259,Prawn_1,37.69366666666667,1.003198329787727,0.5791968257535273,36.279,38.308,38.494,"(4856.0307005, 940.0062174999999, 161.0010255, 217.0020265)","(4878.028267199999, 954.0070649999999, 144.9988452, 241.0023132)","(4860.016389, 930.003564, 174.997524, 241.002795)",-126.529,-120.964,-125.942,74.095,73.062,77.01,0.2942581907953586,0.1206890252895273,270.2058654381104,270.2058654381104,281.2592755396422,281.2592755396422,297.8363319072116,297.8363319072116,19.33922769558482,159.5305613354382,173.3057323953259,0.1212258487257563,67ed4ab2bd2d198747900a99,20.91609991987955,415.0,20.85629748777344,268.8092505,279.8859096,296.4422940000001,square,173.3057323953259,42.34653678469763,45.66399979248832,45.40017771776248,15.36290008012046,17.57790008012045,17.39190008012045,15.42270251222657,17.63770251222656,17.45170251222656,42.51137713891388,45.81935499617229,45.55628723041287,16.93977230441518,19.15477230441518,18.96877230441517,46.69305191547502,49.76041020526622,49.51647777074025,0.996884790055978,1.2286620093961267,37.693666666666665,carapace_car_mean,74.72233333333332,82.85757529328342,21.53054340177316,21.834956794973884,20.71556438585095,42.34653678469763,45.40017771776248,45.66399979248831,21.360354860865996,281.71248470000006,108.40675230467417,16.777566746787116,8.135241959950093
770,carapace:undistorted_GX010157_174_2582.jpg_gamma,Prawn_0,38.113,1.808988114941609,1.044419775122372,35.889,38.13,40.32,"(1515.9989163, 1871.9930766, 261.0010701, 33.0001353)","(1483.996528, 1871.9928094, 288.9972106, 37.0009598)","(1487.9989152, 1865.9996208, 288.9987408, 19.001304)",-7.017,-7.125,-3.576,72.993,76.118,71.568,0.2942581907953586,0.1224833202073419,263.0790138402595,263.0790138402595,291.3562402981992,291.3562402981992,289.6227231031536,289.6227231031536,21.51306442173573,175.641680702503,170.8937320197107,0.1224826836983755,67ed4ab1bd2d19874790097c,20.9316317003979,415.0,20.56602781994905,261.9645777,290.237934,288.562176,square,170.8937320197107,41.67674858480901,48.08623090179093,45.10455887648072,14.95736829960211,19.3883682996021,17.19836829960209,15.32297218005095,19.75397218005095,17.56397218005094,42.69545593371493,48.99298655766605,46.06339412549422,14.37593557826427,18.80693557826427,16.61693557826426,40.05666242654928,46.64418546196495,43.57968942634215,0.9890865221001541,2.215548916183074,38.113,carapace_car_mean,73.55966666666666,81.64376980532393,24.06281159871536,23.074920610434194,24.54192945206,41.676748584809,45.10455887648072,48.08623090179092,23.893220553736516,280.2548959,109.3611638802893,17.1813682996021,8.08410313865727
779,carapace:undistorted_GX010157_177_2665.jpg_gamma,Prawn_0,37.30433333333333,1.743332122370517,1.00651327013754,38.944,38.079,34.89,"(1511.9944774, 1601.9993907, 60.9999369, 271.0019318)","(1517.9989245, 1583.9991951, 67.0002747, 271.0011111)","(1503.9939848, 1575.9889758, 68.9994922, 269.000547)",-102.529,-103.736,-104.237,71.021,72.993,79.246,0.2942581907953586,0.1179788695591849,277.7823596651447,277.7823596651447,279.1605971968646,279.1605971968646,277.7088839237181,277.7088839237181,25.71068307794398,217.8302091079196,161.3172628664984,0.1180308423851631,67ed4ab1bd2d198747900a12,19.03202831337136,415.0,19.41355763456431,276.5841824,277.9500447,276.489294,square,161.3172628664984,45.45133759423514,51.12975474175391,50.01962154108206,15.85797168662864,19.91197168662864,19.04697168662863,15.47644236543569,19.5304423654357,18.66544236543569,44.35781704051503,50.15006770089281,49.01767999536671,9.179316922056021,13.23331692205602,12.36831692205601,26.309306168117,33.98037418358675,32.48067680888683,0.9461193416528072,2.135137076005505,37.30433333333333,carapace_car_mean,74.42,84.76094098344815,30.67123936693648,29.84261629305818,27.487849116412132,51.129754741753906,50.019621541082074,45.45133759423514,29.3339015921356,277.00784036666664,115.69057750016825,18.272305019961973,10.34094098344815
821,carapace:undistorted_GX010161_136_2267.jpg_gamma.jpg_gamma,Prawn_0,47.38733333333334,3.039618104667464,1.75492433096342,43.106,49.862,49.194,"(1264.0022746, 1563.9990306, 336.9974554, 116.9970856)","(1265.9977666, 1547.999236, 336.9978738, 120.997814)","(1260.0037857, 1524.0038912, 376.9974458999999, 120.9963711)",-160.953,-160.346,-162.3,82.462,71.554,80.231,0.2942581907953586,0.1176450817762243,356.7290329997949,356.7290329997949,358.0615002181879,358.0615002181879,395.9383740362787,395.9383740362787,36.65453819508002,311.96954979613,226.0519252359726,0.1174939612504923,67ed4ab1bd2d19874790099e,26.59389723005895,400.0,26.22070652004135,355.4606972,356.7825548,394.6883814,square,226.0519252359726,38.30581072226849,46.66500094248337,45.94077076460759,16.51210276994106,23.26810276994106,22.60010276994106,16.88529347995865,23.64129347995865,22.97329347995866,39.17156191703857,47.41344807660873,46.69938098133645,6.45146180491998,13.20746180491998,12.53946180491999,14.96650537029643,26.48803057422482,25.48981950018292,0.9916423857734675,3.722756684680498,47.38733333333334,carapace_car_mean,78.08233333333334,85.00142844068272,37.831916494401064,43.599176816967606,38.88391641586544,38.30581072226848,46.66500094248336,45.94077076460758,40.10500324241137,368.97721113333336,142.92528589736077,20.793436103274388,6.919095107349378
891,carapace:undistorted_GX010169_121_1249,Prawn_0,35.57933333333333,2.619338635779819,1.512275866466266,33.139,39.213,34.386,"(2675.9890408, 999.9922359000001, 268.9967162, 141.0038414)","(2646.000599999999, 1007.9994, 312.9999, 138.9999)","(2663.9908493, 1035.9959345, 296.9985791, 105.0001428)",-27.582,-23.86,-19.359,91.241,87.0,91.241,0.2942581907953586,0.1083598281075775,303.7125559076206,303.7125559076206,342.4761445707133,342.4761445707133,315.0129933438291,315.0129933438291,28.11237528244804,259.4224354214574,221.9468253701326,0.1083652431092812,67ed4ab1bd2d1987479009a9,24.05011984613008,370.0,23.81369843514648,302.3635499000001,341.1531,313.7413026,square,221.9468253701326,27.42653717333029,38.66799314989907,30.05839630625812,9.088880153869926,15.16288015386992,10.33588015386991,9.325301564853518,15.39930156485352,10.5723015648535,28.1399606652389,39.27090904764623,30.74594766722942,5.026624717551964,11.10062471755196,6.27362471755195,15.16830537298037,28.30853216421075,18.24470632685381,0.9959657694178836,3.208021560609175,35.57933333333333,carapace_car_mean,89.82733333333333,92.28512239860883,28.432660253773786,29.818670738098554,28.432660253773786,27.426537173330278,38.66799314989907,30.058396306258135,28.89466374854871,319.0859841666667,97.13915879653413,11.52921348720325,2.457789065275506
918,carapace:undistorted_GX010174_62_790.jpg_gamma,Prawn_0,37.70966666666667,1.212265189176398,0.6999016333002058,38.404,36.005,38.72,"(3875.9813946, 1227.997269, 56.996622, 349.001055)","(3864.0150636, 1224.0024756, 57.00342240000001, 328.9988382)","(3850.0220289, 1221.0049763, 64.00095370000001, 340.0056231)",-80.858,-80.311,-79.472,91.782,92.418,89.051,0.2942581907953586,0.1053296967415469,353.6245909301613,353.6245909301613,333.9006224945718,333.9006224945718,345.9767995315999,345.9767995315999,22.61670211035588,214.7673159491451,242.1230091482919,0.1053079329617888,67ed4ab1bd2d198747900a49,25.50274312774036,370.0,25.97849423821291,352.4795928,332.7510090000001,344.805472,square,242.1230091482919,29.16888452231534,34.13547745934824,33.59352377944911,10.50225687225964,13.21725687225964,12.90125687225963,10.02650576178709,12.74150576178709,12.42550576178709,27.84753718035576,32.90678140957409,32.35471763823322,13.38829788964412,16.10329788964411,15.78729788964411,37.18455183903379,41.58909578937013,41.10847278836609,0.998821884919542,1.4847155732103474,37.70966666666667,carapace_car_mean,91.08366666666666,94.93998662635039,23.39972063685092,23.23868899447565,24.117339047191507,33.59352377944912,29.168884522315352,34.135477459348245,23.585249559506025,343.3453579333334,101.22234878504148,12.206923538926311,3.8563199596837308
